ssid_fast_orthogroups,Ssid_longest_proteome
OG0007716,Ssid_261498_c1_seq1.p1
OG0007717,"Ssid_261937_c0_seq1.p1, Ssid_261937_c1_seq1.p1"
OG0007718,
OG0007719,"Ssid_246188_c0_seq6.p2, Ssid_254761_c0_seq1.p6, Ssid_263416_c0_seq12.p2"
OG0007720,"Ssid_235274_c0_seq1.p1, Ssid_238276_c0_seq1.p1, Ssid_245284_c0_seq1.p1"
OG0007721,
OG0007722,Ssid_250342_c0_seq12.p1
OG0007723,Ssid_61806_c0_seq1.p1
OG0007724,
OG0007725,
OG0007726,
OG0007727,
OG0007728,Ssid_164188_c0_seq7.p1
OG0007729,
OG0007730,
OG0007731,
OG0007732,
OG0007733,
OG0007734,
OG0007735,Ssid_263556_c0_seq4.p2
OG0007736,
OG0007737,
OG0007738,
OG0007739,Ssid_200969_c0_seq1.p1
OG0007740,
OG0007741,"Ssid_237598_c0_seq1.p1, Ssid_237617_c0_seq3.p2, Ssid_263242_c0_seq9.p2"
OG0007742,
OG0007743,
OG0007744,
OG0007745,"Ssid_207741_c0_seq1.p1, Ssid_26119_c0_seq2.p1"
OG0007746,
OG0007747,
OG0007748,
OG0007749,
OG0007750,
OG0007751,
OG0007752,Ssid_178176_c0_seq1.p1
OG0007753,
OG0007754,
OG0007755,
OG0007756,
OG0007757,
OG0007758,
OG0007759,
OG0007760,
OG0007761,
OG0007762,
OG0007763,Ssid_258332_c0_seq1.p1
OG0007764,Ssid_112261_c0_seq1.p1
OG0007765,
OG0007766,"Ssid_103006_c0_seq1.p1, Ssid_182925_c0_seq3.p1"
OG0007767,
OG0007768,Ssid_287682_c0_seq1.p1
OG0007769,Ssid_346430_c0_seq1.p1
OG0007770,
OG0007771,
OG0007772,
OG0007773,
OG0007774,Ssid_184657_c0_seq1.p1
OG0007775,
OG0007776,
OG0007777,
OG0007778,
OG0007779,
OG0007780,
OG0007781,Ssid_243386_c0_seq1.p1
OG0007782,
OG0007783,Ssid_261805_c0_seq3.p1
OG0007784,
OG0007785,Ssid_229187_c0_seq1.p1
OG0007786,
OG0007787,
OG0007788,Ssid_222625_c0_seq2.p1
OG0007789,
OG0007790,Ssid_384925_c0_seq1.p1
OG0007791,
OG0007792,"Ssid_289238_c0_seq1.p1, Ssid_337218_c0_seq1.p1"
OG0007793,Ssid_223828_c0_seq1.p1
OG0007794,
OG0007795,
OG0007796,
OG0007797,
OG0007798,
OG0007799,
OG0007800,
OG0007801,
OG0007802,
OG0007803,Ssid_250544_c1_seq1.p1
OG0007804,
OG0007805,
OG0007806,
OG0007807,
OG0007808,"Ssid_124450_c0_seq1.p1, Ssid_181399_c0_seq1.p1"
OG0007809,
OG0007810,Ssid_251078_c0_seq1.p1
OG0007811,
OG0007812,
OG0007813,
OG0007814,Ssid_257426_c2_seq5.p1
OG0007815,
OG0007816,
OG0007817,
OG0007818,Ssid_246358_c0_seq1.p1
OG0007819,
OG0007820,
OG0007821,
OG0007822,
OG0007823,
OG0007824,Ssid_92867_c0_seq1.p1
OG0007825,Ssid_227619_c0_seq1.p1
OG0007826,Ssid_196826_c0_seq1.p1
OG0007827,Ssid_250697_c0_seq1.p1
OG0007828,Ssid_291868_c0_seq1.p1
OG0007829,
OG0007830,Ssid_259790_c0_seq1.p1
OG0007831,
OG0007832,
OG0007833,
OG0007834,
OG0007835,
OG0007836,
OG0007837,
OG0007838,
OG0007839,
OG0007840,"Ssid_258651_c0_seq1.p1, Ssid_258651_c0_seq1.p3"
OG0007841,"Ssid_281814_c0_seq1.p1, Ssid_74626_c0_seq1.p1"
OG0007842,
OG0007843,
OG0007844,
OG0007845,Ssid_242874_c0_seq1.p1
OG0007846,
OG0007847,
OG0007848,Ssid_78126_c0_seq1.p1
OG0007849,Ssid_236057_c0_seq28.p1
OG0007850,
OG0007851,Ssid_262386_c0_seq5.p2
OG0007852,
OG0007853,Ssid_257917_c0_seq1.p1
OG0007854,Ssid_256104_c0_seq4.p1
OG0007855,
OG0007856,Ssid_247893_c0_seq5.p1
OG0007857,
OG0007858,Ssid_45836_c0_seq1.p1
OG0007859,Ssid_260032_c0_seq5.p1
OG0007860,
OG0007861,
OG0007862,
OG0007863,
OG0007864,
OG0007865,Ssid_403262_c0_seq1.p1
OG0007866,Ssid_259944_c0_seq12.p2
OG0007867,Ssid_262925_c0_seq1.p1
OG0007868,
OG0007869,
OG0007870,Ssid_223899_c0_seq3.p1
OG0007871,Ssid_274498_c0_seq1.p1
OG0007872,Ssid_245992_c0_seq3.p1
OG0007873,"Ssid_245376_c0_seq1.p1, Ssid_250568_c0_seq1.p1"
OG0007874,"Ssid_234986_c0_seq1.p1, Ssid_263242_c1_seq1.p1"
OG0007875,Ssid_249829_c0_seq1.p1
OG0007876,Ssid_249596_c0_seq1.p1
OG0007877,Ssid_198199_c0_seq2.p1
OG0007878,"Ssid_125116_c0_seq2.p1, Ssid_30079_c0_seq1.p1"
OG0007879,Ssid_259486_c0_seq26.p1
OG0007880,Ssid_241764_c0_seq1.p2
OG0007881,Ssid_258857_c0_seq3.p1
OG0007882,
OG0007883,
OG0007884,
OG0007885,
OG0007886,
OG0007887,Ssid_222443_c0_seq1.p1
OG0007888,Ssid_261621_c1_seq1.p2
OG0007889,"Ssid_147187_c0_seq1.p2, Ssid_274939_c0_seq1.p1"
OG0007890,Ssid_261169_c0_seq7.p1
OG0007891,
OG0007892,
OG0007893,Ssid_242963_c0_seq1.p1
OG0007894,
OG0007895,Ssid_250878_c0_seq1.p1
OG0007896,Ssid_236301_c0_seq1.p1
OG0007897,Ssid_282020_c0_seq1.p1
OG0007898,Ssid_262006_c1_seq19.p1
OG0007899,Ssid_259259_c0_seq10.p1
OG0007900,
OG0007901,
OG0007902,
OG0007903,
OG0007904,
OG0007905,Ssid_259007_c0_seq7.p1
OG0007906,
OG0007907,
OG0007908,Ssid_252587_c0_seq1.p1
OG0007909,Ssid_211993_c0_seq1.p1
OG0007910,
OG0007911,
OG0007912,
OG0007913,
OG0007914,
OG0007915,
OG0007916,
OG0007917,"Ssid_170359_c0_seq2.p2, Ssid_99640_c0_seq1.p1"
OG0007918,Ssid_322517_c0_seq1.p1
OG0007919,
OG0007920,
OG0007921,
OG0007922,
OG0007923,Ssid_239246_c0_seq1.p1
OG0007924,
OG0007925,Ssid_256972_c0_seq3.p1
OG0007926,Ssid_204711_c0_seq1.p1
OG0007927,Ssid_211420_c0_seq1.p1
OG0007928,Ssid_257347_c0_seq10.p1
OG0007929,Ssid_109862_c0_seq1.p1
OG0007930,"Ssid_167786_c0_seq1.p1, Ssid_173492_c0_seq1.p1, Ssid_79368_c0_seq1.p1"
OG0007931,
OG0007932,Ssid_290593_c0_seq1.p1
OG0007933,"Ssid_253480_c0_seq1.p1, Ssid_255874_c0_seq1.p1"
OG0007934,Ssid_215052_c0_seq1.p1
OG0007935,
OG0007936,"Ssid_201103_c0_seq1.p1, Ssid_89982_c0_seq2.p1"
OG0007937,Ssid_149531_c0_seq1.p1
OG0007938,Ssid_79199_c0_seq1.p1
OG0007939,
OG0007940,Ssid_244511_c0_seq1.p1
OG0007941,Ssid_95579_c0_seq1.p1
OG0007942,
OG0007943,"Ssid_251485_c0_seq1.p1, Ssid_60468_c0_seq1.p1"
OG0007944,Ssid_303559_c0_seq1.p1
OG0007945,Ssid_224816_c0_seq1.p1
OG0007946,Ssid_262719_c1_seq1.p1
OG0007947,
OG0007948,Ssid_287398_c0_seq1.p1
OG0007949,Ssid_255908_c1_seq5.p1
OG0007950,
OG0007951,
OG0007952,Ssid_237716_c0_seq1.p1
OG0007953,"Ssid_212241_c1_seq3.p1, Ssid_212241_c1_seq3.p2, Ssid_21327_c0_seq2.p1"
OG0007954,Ssid_121255_c0_seq1.p1
OG0007955,Ssid_46787_c0_seq1.p1
OG0007956,
OG0007957,Ssid_250143_c0_seq6.p1
OG0007958,Ssid_248438_c0_seq1.p1
OG0007959,Ssid_260600_c0_seq5.p1
OG0007960,Ssid_262436_c1_seq5.p1
OG0007961,Ssid_257995_c0_seq1.p3
OG0007962,
OG0007963,
OG0007964,
OG0007965,
OG0007966,Ssid_286327_c0_seq1.p1
OG0007967,Ssid_253212_c0_seq3.p1
OG0007968,"Ssid_186130_c0_seq1.p1, Ssid_88868_c0_seq1.p1"
OG0007969,
OG0007970,Ssid_156573_c0_seq3.p3
OG0007971,
OG0007972,Ssid_248085_c0_seq3.p1
OG0007973,Ssid_174422_c0_seq1.p1
OG0007974,
OG0007975,
OG0007976,
OG0007977,
OG0007978,"Ssid_191502_c0_seq1.p1, Ssid_249489_c0_seq1.p1"
OG0007979,Ssid_236018_c0_seq1.p1
OG0007980,
OG0007981,Ssid_259158_c0_seq3.p1
OG0007982,Ssid_227201_c1_seq7.p2
OG0007983,
OG0007984,Ssid_255355_c0_seq3.p1
OG0007985,Ssid_254872_c1_seq1.p1
OG0007986,
OG0007987,Ssid_263309_c1_seq2.p1
OG0007988,Ssid_258867_c0_seq1.p1
OG0007989,
OG0007990,Ssid_248526_c0_seq1.p1
OG0007991,
OG0007992,
OG0007993,
OG0007994,
OG0007995,
OG0007996,"Ssid_244862_c0_seq2.p1, Ssid_250801_c0_seq6.p1"
OG0007997,
OG0007998,Ssid_249864_c1_seq4.p1
OG0007999,Ssid_71949_c0_seq1.p1
OG0008000,Ssid_220582_c0_seq3.p1
OG0008001,Ssid_259112_c0_seq2.p1
OG0008002,
OG0008003,
OG0008004,
OG0008005,Ssid_53544_c0_seq1.p1
OG0008006,
OG0008007,
OG0008008,
OG0008009,
OG0008010,
OG0008011,
OG0008012,Ssid_242158_c0_seq1.p1
OG0008013,Ssid_210533_c0_seq4.p1
OG0008014,
OG0008015,
OG0008016,"Ssid_220495_c0_seq1.p1, Ssid_308520_c0_seq1.p1"
OG0008017,Ssid_261916_c0_seq1.p1
OG0008018,
OG0008019,Ssid_247146_c0_seq4.p1
OG0008020,
OG0008021,Ssid_175048_c0_seq1.p1
OG0008022,
OG0008023,Ssid_257112_c0_seq2.p1
OG0008024,
OG0008025,Ssid_175003_c0_seq1.p1
OG0008026,
OG0008027,Ssid_283249_c0_seq1.p1
OG0008028,
OG0008029,
OG0008030,
OG0008031,Ssid_281252_c0_seq1.p1
OG0008032,
OG0008033,
OG0008034,
OG0008035,Ssid_252203_c0_seq14.p1
OG0008036,
OG0008037,Ssid_246415_c0_seq6.p1
OG0008038,
OG0008039,Ssid_33913_c0_seq1.p1
OG0008040,
OG0008041,
OG0008042,Ssid_258436_c0_seq2.p3
OG0008043,
OG0008044,"Ssid_371203_c0_seq1.p1, Ssid_89991_c0_seq1.p1"
OG0008045,Ssid_133061_c0_seq1.p1
OG0008046,
OG0008047,"Ssid_247374_c0_seq2.p1, Ssid_247374_c0_seq2.p2"
OG0008048,
OG0008049,Ssid_245477_c0_seq1.p1
OG0008050,Ssid_244543_c0_seq1.p2
OG0008051,
OG0008052,Ssid_254513_c0_seq6.p4
OG0008053,
OG0008054,Ssid_247447_c0_seq1.p1
OG0008055,Ssid_278938_c0_seq1.p1
OG0008056,Ssid_263528_c0_seq1.p1
OG0008057,
OG0008058,Ssid_263268_c0_seq2.p1
OG0008059,
OG0008060,Ssid_209741_c0_seq1.p1
OG0008061,
OG0008062,
OG0008063,
OG0008064,
OG0008065,
OG0008066,
OG0008067,Ssid_287736_c0_seq1.p1
OG0008068,Ssid_255940_c0_seq2.p2
OG0008069,
OG0008070,
OG0008071,
OG0008072,
OG0008073,
OG0008074,Ssid_247730_c0_seq2.p1
OG0008075,
OG0008076,
OG0008077,Ssid_260755_c0_seq4.p2
OG0008078,Ssid_104720_c0_seq1.p1
OG0008079,Ssid_234363_c0_seq1.p1
OG0008080,
OG0008081,Ssid_259990_c0_seq1.p1
OG0008082,
OG0008083,Ssid_256424_c0_seq6.p1
OG0008084,Ssid_243369_c1_seq1.p1
OG0008085,
OG0008086,"Ssid_120574_c0_seq1.p1, Ssid_122186_c0_seq1.p1, Ssid_226888_c1_seq1.p1"
OG0008087,Ssid_261489_c2_seq1.p1
OG0008088,
OG0008089,
OG0008090,
OG0008091,
OG0008092,
OG0008093,Ssid_19430_c0_seq1.p1
OG0008094,
OG0008095,Ssid_248492_c1_seq4.p1
OG0008096,Ssid_240453_c0_seq1.p1
OG0008097,Ssid_231181_c1_seq2.p1
OG0008098,Ssid_254508_c0_seq2.p1
OG0008099,
OG0008100,
OG0008101,Ssid_260396_c0_seq2.p1
OG0008102,Ssid_227858_c0_seq2.p1
OG0008103,
OG0008104,
OG0008105,
OG0008106,
OG0008107,
OG0008108,Ssid_240248_c0_seq1.p1
OG0008109,Ssid_186828_c0_seq3.p1
OG0008110,Ssid_248235_c3_seq7.p1
OG0008111,Ssid_241105_c0_seq1.p1
OG0008112,Ssid_230455_c0_seq1.p1
OG0008113,Ssid_253440_c0_seq1.p1
OG0008114,Ssid_231543_c0_seq2.p1
OG0008115,Ssid_262480_c0_seq4.p1
OG0008116,
OG0008117,
OG0008118,
OG0008119,
OG0008120,
OG0008121,
OG0008122,
OG0008123,
OG0008124,
OG0008125,"Ssid_149708_c0_seq1.p1, Ssid_184101_c0_seq1.p1"
OG0008126,
OG0008127,"Ssid_219083_c0_seq1.p1, Ssid_247726_c0_seq1.p3"
OG0008128,
OG0008129,
OG0008130,Ssid_260484_c0_seq3.p1
OG0008131,
OG0008132,Ssid_251200_c0_seq1.p1
OG0008133,
OG0008134,Ssid_257063_c0_seq1.p1
OG0008135,Ssid_256625_c1_seq3.p1
OG0008136,
OG0008137,
OG0008138,
OG0008139,Ssid_243210_c0_seq1.p1
OG0008140,
OG0008141,Ssid_106425_c0_seq1.p1
OG0008142,Ssid_256025_c0_seq2.p1
OG0008143,
OG0008144,
OG0008145,Ssid_256759_c0_seq1.p1
OG0008146,Ssid_259810_c0_seq1.p1
OG0008147,
OG0008148,Ssid_190487_c0_seq1.p1
OG0008149,Ssid_262742_c0_seq1.p1
OG0008150,Ssid_239549_c0_seq1.p1
OG0008151,
OG0008152,
OG0008153,Ssid_263275_c0_seq4.p1
OG0008154,
OG0008155,Ssid_231570_c0_seq1.p1
OG0008156,Ssid_210647_c0_seq1.p1
OG0008157,
OG0008158,
OG0008159,Ssid_253272_c0_seq2.p1
OG0008160,Ssid_255293_c0_seq1.p1
OG0008161,Ssid_224055_c0_seq1.p1
OG0008162,
OG0008163,
OG0008164,Ssid_245892_c0_seq19.p1
OG0008165,
OG0008166,
OG0008167,Ssid_250584_c0_seq5.p1
OG0008168,Ssid_259899_c0_seq3.p1
OG0008169,
OG0008170,
OG0008171,
OG0008172,
OG0008173,
OG0008174,Ssid_249006_c0_seq22.p1
OG0008175,Ssid_155622_c0_seq1.p1
OG0008176,
OG0008177,
OG0008178,Ssid_215508_c0_seq1.p1
OG0008179,
OG0008180,Ssid_254934_c0_seq2.p1
OG0008181,Ssid_262167_c0_seq5.p1
OG0008182,
OG0008183,
OG0008184,
OG0008185,Ssid_233437_c0_seq2.p1
OG0008186,
OG0008187,
OG0008188,Ssid_241113_c0_seq1.p1
OG0008189,
OG0008190,Ssid_187244_c0_seq1.p1
OG0008191,Ssid_247428_c0_seq9.p1
OG0008192,
OG0008193,Ssid_248698_c0_seq1.p1
OG0008194,Ssid_242367_c0_seq2.p1
OG0008195,Ssid_259693_c0_seq2.p1
OG0008196,
OG0008197,"Ssid_196074_c0_seq1.p1, Ssid_54881_c0_seq1.p1, Ssid_60272_c0_seq1.p1, Ssid_68404_c0_seq1.p1"
OG0008198,
OG0008199,Ssid_245388_c0_seq1.p1
OG0008200,Ssid_247914_c0_seq1.p1
OG0008201,Ssid_262854_c0_seq2.p1
OG0008202,
OG0008203,
OG0008204,
OG0008205,Ssid_105166_c0_seq1.p1
OG0008206,
OG0008207,
OG0008208,
OG0008209,Ssid_244865_c0_seq2.p1
OG0008210,Ssid_243940_c0_seq1.p1
OG0008211,
OG0008212,
OG0008213,Ssid_166343_c0_seq1.p1
OG0008214,
OG0008215,Ssid_250432_c0_seq4.p1
OG0008216,Ssid_248351_c0_seq1.p1
OG0008217,Ssid_234365_c0_seq5.p1
OG0008218,
OG0008219,Ssid_226059_c0_seq3.p1
OG0008220,Ssid_262370_c0_seq2.p1
OG0008221,Ssid_244870_c0_seq3.p1
OG0008222,
OG0008223,Ssid_257536_c0_seq14.p2
OG0008224,Ssid_209803_c0_seq1.p1
OG0008225,
OG0008226,
OG0008227,Ssid_231773_c0_seq2.p1
OG0008228,Ssid_260507_c0_seq1.p1
OG0008229,Ssid_250409_c0_seq2.p1
OG0008230,
OG0008231,
OG0008232,
OG0008233,
OG0008234,"Ssid_260064_c0_seq1.p1, Ssid_260424_c0_seq1.p1"
OG0008235,Ssid_257633_c0_seq1.p1
OG0008236,
OG0008237,Ssid_232914_c0_seq1.p1
OG0008238,
OG0008239,
OG0008240,
OG0008241,Ssid_92702_c0_seq1.p1
OG0008242,
OG0008243,
OG0008244,
OG0008245,
OG0008246,
OG0008247,Ssid_260988_c0_seq1.p1
OG0008248,Ssid_256657_c0_seq3.p1
OG0008249,
OG0008250,Ssid_65356_c0_seq1.p1
OG0008251,
OG0008252,
OG0008253,Ssid_263498_c1_seq2.p1
OG0008254,
OG0008255,
OG0008256,
OG0008257,
OG0008258,
OG0008259,
OG0008260,Ssid_230993_c0_seq1.p1
OG0008261,Ssid_242346_c0_seq1.p1
OG0008262,
OG0008263,
OG0008264,
OG0008265,Ssid_263597_c0_seq2.p1
OG0008266,Ssid_90509_c0_seq1.p1
OG0008267,Ssid_254290_c0_seq8.p1
OG0008268,
OG0008269,Ssid_232943_c0_seq2.p1
OG0008270,Ssid_233907_c0_seq2.p1
OG0008271,
OG0008272,Ssid_211493_c0_seq1.p1
OG0008273,Ssid_227130_c0_seq1.p1
OG0008274,
OG0008275,Ssid_260993_c0_seq2.p1
OG0008276,Ssid_314215_c0_seq1.p1
OG0008277,Ssid_260029_c0_seq1.p1
OG0008278,
OG0008279,
OG0008280,
OG0008281,
OG0008282,
OG0008283,
OG0008284,Ssid_200286_c0_seq1.p1
OG0008285,Ssid_227517_c0_seq2.p1
OG0008286,
OG0008287,Ssid_84686_c0_seq1.p1
OG0008288,Ssid_124898_c0_seq1.p1
OG0008289,Ssid_244918_c0_seq2.p1
OG0008290,
OG0008291,Ssid_224154_c0_seq2.p1
OG0008292,
OG0008293,
OG0008294,Ssid_237534_c0_seq1.p1
OG0008295,
OG0008296,Ssid_243840_c0_seq2.p1
OG0008297,
OG0008298,Ssid_245598_c0_seq1.p1
OG0008299,Ssid_182889_c0_seq1.p1
OG0008300,
OG0008301,
OG0008302,
OG0008303,
OG0008304,Ssid_234041_c0_seq1.p1
OG0008305,
OG0008306,Ssid_73601_c0_seq1.p1
OG0008307,
OG0008308,
OG0008309,
OG0008310,
OG0008311,Ssid_251403_c1_seq1.p2
OG0008312,
OG0008313,Ssid_256165_c0_seq2.p2
OG0008314,Ssid_243362_c0_seq2.p1
OG0008315,Ssid_263315_c0_seq1.p2
OG0008316,
OG0008317,Ssid_182114_c0_seq1.p1
OG0008318,
OG0008319,Ssid_241531_c0_seq1.p1
OG0008320,Ssid_247784_c1_seq1.p1
OG0008321,Ssid_193921_c0_seq1.p1
OG0008322,Ssid_218780_c0_seq4.p1
OG0008323,
OG0008324,
OG0008325,"Ssid_251322_c0_seq5.p1, Ssid_263071_c2_seq1.p3"
OG0008326,Ssid_223621_c0_seq1.p1
OG0008327,Ssid_240713_c0_seq1.p1
OG0008328,
OG0008329,Ssid_248928_c0_seq8.p1
OG0008330,Ssid_262978_c0_seq2.p2
OG0008331,
OG0008332,Ssid_213331_c0_seq1.p1
OG0008333,Ssid_232900_c0_seq1.p1
OG0008334,
OG0008335,Ssid_260479_c0_seq2.p1
OG0008336,Ssid_262505_c1_seq2.p2
OG0008337,Ssid_257377_c1_seq2.p1
OG0008338,
OG0008339,
OG0008340,
OG0008341,Ssid_234571_c0_seq1.p1
OG0008342,
OG0008343,
OG0008344,Ssid_238645_c0_seq1.p1
OG0008345,Ssid_226746_c0_seq1.p1
OG0008346,Ssid_255618_c0_seq2.p2
OG0008347,"Ssid_250130_c0_seq1.p1, Ssid_250130_c0_seq1.p2"
OG0008348,
OG0008349,Ssid_217973_c0_seq1.p1
OG0008350,
OG0008351,Ssid_208580_c0_seq3.p1
OG0008352,Ssid_219940_c0_seq1.p1
OG0008353,Ssid_240440_c0_seq4.p1
OG0008354,Ssid_221198_c0_seq2.p1
OG0008355,Ssid_245100_c0_seq1.p1
OG0008356,
OG0008357,
OG0008358,
OG0008359,
OG0008360,
OG0008361,Ssid_256108_c0_seq1.p1
OG0008362,Ssid_259098_c0_seq1.p1
OG0008363,Ssid_247601_c0_seq1.p1
OG0008364,
OG0008365,Ssid_241324_c0_seq1.p1
OG0008366,Ssid_278093_c0_seq1.p1
OG0008367,
OG0008368,
OG0008369,Ssid_255844_c0_seq1.p1
OG0008370,
OG0008371,Ssid_259155_c0_seq6.p1
OG0008372,
OG0008373,
OG0008374,Ssid_228364_c0_seq1.p1
OG0008375,
OG0008376,Ssid_196990_c0_seq1.p1
OG0008377,Ssid_245999_c0_seq2.p1
OG0008378,Ssid_231899_c0_seq1.p1
OG0008379,Ssid_254262_c0_seq1.p1
OG0008380,Ssid_239967_c0_seq1.p1
OG0008381,Ssid_242309_c0_seq2.p1
OG0008382,Ssid_212441_c0_seq2.p1
OG0008383,
OG0008384,
OG0008385,
OG0008386,Ssid_230500_c1_seq6.p1
OG0008387,
OG0008388,Ssid_189713_c0_seq1.p1
OG0008389,
OG0008390,Ssid_203500_c0_seq5.p1
OG0008391,Ssid_339010_c0_seq1.p1
OG0008392,Ssid_235081_c0_seq1.p1
OG0008393,Ssid_248359_c0_seq1.p1
OG0008394,
OG0008395,Ssid_261860_c0_seq4.p1
OG0008396,Ssid_260419_c0_seq1.p1
OG0008397,Ssid_327647_c0_seq1.p1
OG0008398,
OG0008399,Ssid_222626_c0_seq1.p1
OG0008400,
OG0008401,
OG0008402,
OG0008403,Ssid_198710_c0_seq1.p1
OG0008404,
OG0008405,
OG0008406,
OG0008407,Ssid_245223_c0_seq1.p1
OG0008408,Ssid_239574_c1_seq1.p1
OG0008409,"Ssid_242895_c0_seq2.p1, Ssid_258203_c2_seq1.p2"
OG0008410,Ssid_250157_c0_seq8.p1
OG0008411,
OG0008412,Ssid_79447_c0_seq1.p1
OG0008413,Ssid_257240_c0_seq1.p1
OG0008414,Ssid_248467_c2_seq7.p1
OG0008415,
OG0008416,Ssid_255093_c0_seq1.p1
OG0008417,
OG0008418,Ssid_227759_c0_seq1.p1
OG0008419,Ssid_237590_c0_seq1.p1
OG0008420,Ssid_262163_c2_seq1.p1
OG0008421,
OG0008422,Ssid_252575_c0_seq2.p1
OG0008423,
OG0008424,"Ssid_244727_c1_seq19.p2, Ssid_263013_c0_seq2.p2"
OG0008425,
OG0008426,
OG0008427,Ssid_263501_c0_seq4.p2
OG0008428,Ssid_262475_c0_seq3.p3
OG0008429,Ssid_253719_c0_seq1.p1
OG0008430,Ssid_236767_c0_seq1.p1
OG0008431,Ssid_253799_c0_seq1.p1
OG0008432,Ssid_68248_c0_seq1.p1
OG0008433,Ssid_259614_c0_seq3.p1
OG0008434,Ssid_199145_c0_seq1.p1
OG0008435,Ssid_239910_c0_seq1.p1
OG0008436,
OG0008437,
OG0008438,
OG0008439,Ssid_236357_c0_seq1.p1
OG0008440,Ssid_252087_c0_seq3.p1
OG0008441,Ssid_242636_c1_seq1.p1
OG0008442,Ssid_254492_c1_seq1.p1
OG0008443,Ssid_254486_c0_seq2.p2
OG0008444,Ssid_246510_c0_seq1.p1
OG0008445,
OG0008446,
OG0008447,
OG0008448,Ssid_251969_c0_seq17.p1
OG0008449,
OG0008450,Ssid_249939_c0_seq2.p1
OG0008451,Ssid_258527_c0_seq11.p1
OG0008452,
OG0008453,
OG0008454,Ssid_261918_c0_seq1.p1
OG0008455,Ssid_237701_c0_seq3.p1
OG0008456,"Ssid_245763_c0_seq1.p1, Ssid_247055_c0_seq16.p3"
OG0008457,
OG0008458,Ssid_238907_c0_seq1.p1
OG0008459,Ssid_244844_c0_seq2.p2
OG0008460,"Ssid_152744_c0_seq1.p1, Ssid_240085_c0_seq2.p1"
OG0008461,Ssid_186909_c0_seq1.p1
OG0008462,Ssid_262956_c0_seq6.p2
OG0008463,Ssid_242691_c0_seq1.p1
OG0008464,Ssid_254311_c0_seq1.p1
OG0008465,
OG0008466,Ssid_249022_c0_seq4.p1
OG0008467,Ssid_245521_c0_seq1.p1
OG0008468,
OG0008469,Ssid_243703_c0_seq1.p1
OG0008470,
OG0008471,Ssid_263213_c3_seq4.p1
OG0008472,Ssid_252608_c0_seq1.p1
OG0008473,Ssid_253843_c0_seq3.p1
OG0008474,Ssid_237051_c0_seq1.p1
OG0008475,Ssid_252423_c0_seq1.p1
OG0008476,
OG0008477,
OG0008478,
OG0008479,
OG0008480,
OG0008481,
OG0008482,Ssid_250457_c1_seq1.p1
OG0008483,
OG0008484,Ssid_237058_c0_seq1.p1
OG0008485,Ssid_230933_c0_seq1.p2
OG0008486,
OG0008487,Ssid_318068_c0_seq1.p1
OG0008488,Ssid_183977_c0_seq1.p1
OG0008489,Ssid_256307_c0_seq1.p2
OG0008490,Ssid_223137_c0_seq1.p1
OG0008491,Ssid_260977_c0_seq7.p2
OG0008492,Ssid_257967_c0_seq4.p1
OG0008493,Ssid_251314_c0_seq1.p1
OG0008494,
OG0008495,Ssid_254227_c0_seq1.p1
OG0008496,
OG0008497,Ssid_253605_c0_seq2.p1
OG0008498,Ssid_273031_c0_seq1.p2
OG0008499,Ssid_254644_c0_seq7.p1
OG0008500,Ssid_188777_c0_seq1.p1
OG0008501,Ssid_252122_c0_seq1.p1
OG0008502,Ssid_263624_c0_seq3.p1
OG0008503,Ssid_240647_c1_seq4.p1
OG0008504,Ssid_260286_c1_seq3.p1
OG0008505,
OG0008506,Ssid_118924_c0_seq1.p1
OG0008507,Ssid_257191_c0_seq18.p2
OG0008508,Ssid_240155_c0_seq1.p1
OG0008509,
OG0008510,"Ssid_274459_c0_seq1.p1, Ssid_275403_c0_seq1.p1"
OG0008511,Ssid_237518_c0_seq1.p1
OG0008512,
OG0008513,Ssid_262413_c0_seq4.p1
OG0008514,Ssid_217761_c0_seq1.p1
OG0008515,Ssid_246520_c0_seq8.p1
OG0008516,
OG0008517,Ssid_244597_c0_seq1.p1
OG0008518,Ssid_231676_c0_seq1.p1
OG0008519,Ssid_226302_c0_seq1.p1
OG0008520,Ssid_262739_c0_seq1.p3
OG0008521,Ssid_263626_c0_seq3.p1
OG0008522,Ssid_260259_c0_seq1.p3
OG0008523,Ssid_249122_c0_seq1.p1
OG0008524,
OG0008525,
OG0008526,Ssid_215983_c0_seq1.p1
OG0008527,
OG0008528,Ssid_261985_c0_seq2.p1
OG0008529,Ssid_250946_c2_seq3.p1
OG0008530,
OG0008531,Ssid_263391_c1_seq1.p1
OG0008532,
OG0008533,Ssid_258808_c0_seq17.p2
OG0008534,Ssid_21614_c0_seq1.p1
OG0008535,Ssid_247033_c0_seq27.p1
OG0008536,Ssid_261184_c0_seq4.p1
OG0008537,Ssid_249491_c0_seq1.p1
OG0008538,
OG0008539,Ssid_249842_c0_seq3.p1
OG0008540,Ssid_244354_c0_seq1.p1
OG0008541,"Ssid_243699_c0_seq2.p1, Ssid_243699_c0_seq2.p2"
OG0008542,Ssid_258950_c0_seq2.p1
OG0008543,Ssid_246238_c0_seq3.p1
OG0008544,Ssid_259743_c0_seq15.p2
OG0008545,Ssid_258370_c1_seq2.p2
OG0008546,
OG0008547,
OG0008548,
OG0008549,Ssid_226807_c0_seq1.p1
OG0008550,Ssid_262030_c0_seq3.p1
OG0008551,
OG0008552,Ssid_214289_c0_seq1.p1
