Orthogroup,Mcav_No_isos
OG0004982,"Mcav_30814_c30_g1_i1.p1, Mcav_60748_c4_g2_i1.p1, Mcav_60762_c6_g1_i2.p1, Mcav_60762_c6_g1_i3.p1"
OG0004983,"Mcav_3879_c31_g1_i1.p1, Mcav_3879_c31_g1_i3.p1, Mcav_3879_c36_g2_i2.p1"
OG0004984,"Mcav_34312_c4_g1_i1.p1, Mcav_47119_c0_g1_i1.p1"
OG0004985,Mcav_11198_c9_g1_i1.p1
OG0004986,"Mcav_14928_c4_g1_i2.p1, Mcav_14928_c5_g1_i2.p3"
OG0004987,"Mcav_50769_c5_g1_i1.p1, Mcav_50769_c8_g2_i1.p1"
OG0004988,"Mcav_51988_c0_g2_i1.p1, Mcav_51997_c10_g1_i1.p1"
OG0004989,"Mcav_12031_c90_g1_i1.p1, Mcav_39519_c0_g1_i2.p1, Mcav_56850_c2_g1_i1.p1, Mcav_60284_c0_g1_i1.p2"
OG0004990,"Mcav_59442_c5_g1_i1.p4, Mcav_59442_c5_g1_i4.p1"
OG0004991,Mcav_50842_c8_g1_i1.p1
OG0004992,Mcav_52007_c7_g1_i3.p1
OG0004993,Mcav_6404_c4_g1_i6.p1
OG0004994,"Mcav_33802_c4_g1_i2.p1, Mcav_33802_c4_g1_i3.p1"
OG0004995,Mcav_6619_c7_g1_i2.p1
OG0004996,Mcav_34_c7_g1_i1.p1
OG0004997,Mcav_23875_c1_g1_i1.p1
OG0004998,"Mcav_12523_c2_g1_i1.p1, Mcav_12524_c1_g1_i1.p1"
OG0004999,
OG0005000,Mcav_49739_c6_g1_i1.p1
OG0005001,"Mcav_37723_c14_g1_i1.p1, Mcav_51405_c7_g1_i1.p1"
OG0005002,
OG0005003,Mcav_32459_c4_g1_i1.p1
OG0005004,"Mcav_26786_c3_g1_i4.p1, Mcav_26787_c0_g1_i3.p1"
OG0005005,Mcav_55385_c2_g1_i1.p1
OG0005006,"Mcav_1132_c10_g2_i3.p1, Mcav_1132_c11_g1_i3.p1"
OG0005007,Mcav_58130_c9_g1_i2.p1
OG0005008,Mcav_36314_c4_g1_i1.p1
OG0005009,"Mcav_8147_c6_g1_i1.p1, Mcav_8147_c6_g1_i2.p1"
OG0005010,"Mcav_26554_c1_g1_i2.p1, Mcav_49593_c9_g1_i1.p1, Mcav_49601_c112_g2_i1.p1"
OG0005011,Mcav_33283_c4_g1_i1.p1
OG0005012,"Mcav_19333_c13_g1_i1.p1, Mcav_59284_c33_g1_i3.p1, Mcav_8715_c3_g2_i1.p1"
OG0005013,"Mcav_33225_c1_g1_i1.p1, Mcav_33225_c1_g1_i2.p1"
OG0005014,"Mcav_35753_c4_g1_i1.p1, Mcav_35753_c4_g1_i2.p2, Mcav_35753_c6_g1_i1.p1"
OG0005015,"Mcav_37138_c0_g1_i1.p1, Mcav_41418_c5_g1_i1.p1"
OG0005016,"Mcav_23454_c1_g1_i2.p1, Mcav_47596_c2_g1_i2.p1"
OG0005017,"Mcav_51233_c16_g2_i1.p2, Mcav_51233_c16_g3_i1.p1"
OG0005018,Mcav_19495_c5_g1_i1.p2
OG0005019,"Mcav_36323_c13_g1_i1.p1, Mcav_36323_c36_g1_i2.p1"
OG0005020,"Mcav_390_c4_g1_i2.p3, Mcav_390_c4_g1_i7.p2, Mcav_390_c4_g1_i9.p1, Mcav_40615_c0_g1_i1.p1"
OG0005021,"Mcav_489_c114_g1_i1.p1, Mcav_489_c80_g1_i1.p1, Mcav_489_c84_g1_i1.p1"
OG0005022,Mcav_42983_c5_g1_i3.p1
OG0005023,"Mcav_61311_c1_g1_i1.p2, Mcav_61311_c1_g1_i2.p1"
OG0005024,"Mcav_38888_c10_g1_i1.p1, Mcav_38888_c1_g1_i1.p1, Mcav_38888_c9_g1_i1.p1"
OG0005025,"Mcav_24284_c0_g1_i1.p1, Mcav_24284_c1_g1_i1.p1, Mcav_24291_c0_g1_i2.p1"
OG0005026,"Mcav_5140_c3_g1_i1.p2, Mcav_5140_c3_g1_i4.p1"
OG0005027,Mcav_2619_c5_g1_i1.p1
OG0005028,"Mcav_38469_c3_g1_i3.p1, Mcav_38469_c3_g1_i4.p1"
OG0005029,Mcav_16902_c84_g1_i1.p1
OG0005030,"Mcav_35157_c1_g1_i1.p1, Mcav_41106_c2_g1_i1.p1"
OG0005031,Mcav_60981_c4_g1_i1.p1
OG0005032,
OG0005033,"Mcav_55462_c3_g1_i4.p1, Mcav_55462_c3_g1_i5.p1"
OG0005034,Mcav_28021_c4_g1_i1.p1
OG0005035,Mcav_46484_c3_g1_i1.p1
OG0005036,Mcav_58091_c8_g1_i2.p1
OG0005037,"Mcav_45148_c3_g1_i2.p1, Mcav_45160_c2_g1_i1.p1"
OG0005038,"Mcav_51614_c5_g1_i1.p1, Mcav_51614_c5_g1_i3.p2"
OG0005039,"Mcav_31928_c46_g1_i1.p1, Mcav_31928_c94_g1_i1.p1"
OG0005040,Mcav_20464_c5_g1_i2.p1
OG0005041,Mcav_36307_c3_g1_i1.p1
OG0005042,"Mcav_36507_c0_g1_i1.p1, Mcav_55875_c10_g1_i1.p1"
OG0005043,Mcav_51458_c5_g1_i2.p1
OG0005044,Mcav_36719_c30_g1_i2.p1
OG0005045,Mcav_58815_c7_g1_i1.p1
OG0005046,Mcav_12380_c6_g1_i1.p1
OG0005047,"Mcav_39104_c124_g1_i1.p1, Mcav_39104_c137_g1_i1.p1"
OG0005048,"Mcav_43170_c2_g1_i2.p1, Mcav_43170_c2_g1_i3.p1"
OG0005049,"Mcav_17232_c2_g1_i1.p1, Mcav_17232_c3_g2_i1.p1"
OG0005050,"Mcav_10506_c14_g1_i1.p1, Mcav_10506_c14_g1_i2.p1, Mcav_10506_c14_g2_i2.p1"
OG0005051,"Mcav_53028_c1_g1_i1.p1, Mcav_53038_c0_g1_i1.p1"
OG0005052,"Mcav_3102_c9_g1_i1.p3, Mcav_58694_c0_g1_i1.p1"
OG0005053,Mcav_1283_c1_g1_i1.p1
OG0005054,"Mcav_17572_c1_g1_i1.p2, Mcav_17572_c1_g1_i2.p1, Mcav_17588_c1_g1_i1.p1"
OG0005055,Mcav_49129_c5_g1_i2.p1
OG0005056,Mcav_38718_c7_g5_i1.p1
OG0005057,Mcav_16567_c11_g1_i2.p1
OG0005058,
OG0005059,"Mcav_9454_c0_g1_i1.p1, Mcav_9473_c2_g1_i1.p1"
OG0005060,Mcav_8702_c6_g1_i1.p1
OG0005061,"Mcav_10224_c2_g1_i1.p1, Mcav_1799_c6_g1_i2.p1, Mcav_1811_c0_g1_i1.p1"
OG0005062,"Mcav_29285_c5_g1_i1.p1, Mcav_29302_c6_g1_i1.p1"
OG0005063,Mcav_54180_c26_g1_i1.p1
OG0005064,Mcav_18368_c6_g1_i2.p1
OG0005065,Mcav_16902_c98_g1_i2.p1
OG0005066,"Mcav_16101_c0_g1_i1.p1, Mcav_6338_c1_g1_i1.p1"
OG0005067,Mcav_34207_c14_g1_i1.p1
OG0005068,
OG0005069,Mcav_18036_c5_g1_i1.p1
OG0005070,"Mcav_16925_c1_g1_i3.p1, Mcav_59501_c5_g1_i1.p1"
OG0005071,"Mcav_3042_c117_g1_i1.p1, Mcav_8229_c0_g1_i1.p1"
OG0005072,Mcav_15465_c3_g3_i1.p1
OG0005073,Mcav_11857_c0_g1_i1.p1
OG0005074,
OG0005075,"Mcav_5456_c2_g1_i2.p1, Mcav_5484_c3_g1_i1.p1"
OG0005076,"Mcav_33822_c3_g1_i1.p1, Mcav_40208_c0_g1_i1.p1"
OG0005077,Mcav_38225_c9_g1_i1.p1
OG0005078,"Mcav_18560_c6_g1_i1.p1, Mcav_18560_c7_g1_i4.p1"
OG0005079,Mcav_58130_c8_g1_i1.p1
OG0005080,"Mcav_47344_c5_g1_i5.p1, Mcav_47344_c5_g2_i3.p2"
OG0005081,"Mcav_60141_c5_g1_i1.p1, Mcav_60154_c0_g1_i1.p1"
OG0005082,"Mcav_55353_c5_g1_i1.p1, Mcav_55353_c5_g1_i2.p2, Mcav_55353_c5_g1_i4.p1"
OG0005083,"Mcav_54630_c12_g1_i1.p1, Mcav_54630_c12_g1_i2.p3, Mcav_54630_c12_g1_i4.p2"
OG0005084,"Mcav_24443_c0_g1_i1.p1, Mcav_40051_c17_g1_i2.p1"
OG0005085,Mcav_36924_c3_g1_i1.p1
OG0005086,"Mcav_32350_c0_g1_i1.p1, Mcav_32350_c0_g1_i2.p1"
OG0005087,Mcav_4953_c8_g1_i1.p1
OG0005088,"Mcav_16975_c0_g1_i1.p1, Mcav_16982_c0_g1_i1.p1, Mcav_30061_c1_g1_i1.p1, Mcav_38391_c12_g2_i2.p1"
OG0005089,"Mcav_14936_c13_g1_i1.p1, Mcav_14952_c14_g1_i7.p1"
OG0005090,"Mcav_48284_c4_g1_i5.p1, Mcav_48302_c3_g1_i2.p2"
OG0005091,"Mcav_6696_c0_g1_i1.p1, Mcav_6718_c1_g1_i3.p1"
OG0005092,Mcav_43220_c158_g1_i12.p1
OG0005093,Mcav_32395_c21_g2_i1.p1
OG0005094,
OG0005095,Mcav_60239_c14_g1_i1.p2
OG0005096,Mcav_56833_c4_g1_i2.p1
OG0005097,"Mcav_61078_c6_g1_i2.p2, Mcav_61078_c6_g1_i4.p1"
OG0005098,Mcav_56554_c5_g1_i1.p1
OG0005099,Mcav_58480_c7_g1_i1.p1
OG0005100,"Mcav_49600_c6_g1_i2.p1, Mcav_49600_c6_g1_i4.p2"
OG0005101,"Mcav_12864_c23_g1_i1.p1, Mcav_12864_c23_g1_i2.p1"
OG0005102,"Mcav_8949_c21_g1_i1.p1, Mcav_8949_c4_g1_i1.p1, Mcav_8957_c3_g1_i1.p1"
OG0005103,Mcav_50575_c32_g1_i4.p1
OG0005104,"Mcav_24515_c4_g2_i1.p1, Mcav_24515_c5_g1_i1.p1"
OG0005105,Mcav_50963_c1_g1_i1.p1
OG0005106,Mcav_62086_c2_g1_i1.p1
OG0005107,Mcav_10672_c5_g1_i2.p1
OG0005108,"Mcav_42826_c2_g1_i1.p1, Mcav_42826_c2_g1_i3.p1"
OG0005109,Mcav_28160_c5_g1_i1.p1
OG0005110,"Mcav_17242_c0_g1_i1.p1, Mcav_3622_c1_g1_i10.p2, Mcav_39434_c24_g1_i1.p1, Mcav_46067_c0_g1_i1.p2, Mcav_60860_c6_g1_i2.p1"
OG0005111,"Mcav_27425_c1_g1_i1.p1, Mcav_38209_c0_g1_i1.p1"
OG0005112,"Mcav_59339_c15_g3_i1.p1, Mcav_59339_c15_g4_i1.p1, Mcav_59339_c15_g4_i2.p1"
OG0005113,"Mcav_12024_c5_g1_i2.p1, Mcav_46871_c4_g1_i2.p1"
OG0005114,Mcav_59000_c6_g1_i1.p1
OG0005115,"Mcav_22558_c0_g1_i1.p1, Mcav_27147_c0_g1_i1.p1, Mcav_45419_c20_g3_i1.p1"
OG0005116,"Mcav_3042_c116_g1_i1.p1, Mcav_38350_c0_g1_i1.p1"
OG0005117,"Mcav_48897_c0_g1_i1.p1, Mcav_48897_c1_g1_i1.p1, Mcav_48898_c6_g1_i1.p1"
OG0005118,"Mcav_8467_c18_g1_i1.p1, Mcav_8467_c19_g1_i1.p1"
OG0005119,Mcav_55934_c2_g1_i2.p1
OG0005120,"Mcav_27326_c1_g1_i1.p1, Mcav_51817_c0_g1_i1.p1"
OG0005121,"Mcav_16604_c10_g1_i1.p1, Mcav_16604_c9_g1_i1.p1"
OG0005122,Mcav_9335_c2_g2_i1.p1
OG0005123,"Mcav_12737_c0_g1_i1.p1, Mcav_12765_c7_g1_i4.p1"
OG0005124,"Mcav_21562_c9_g1_i1.p1, Mcav_21569_c0_g1_i1.p1"
OG0005125,"Mcav_53156_c8_g1_i1.p1, Mcav_53156_c8_g1_i13.p2, Mcav_53156_c8_g1_i4.p1"
OG0005126,Mcav_62193_c12_g1_i1.p1
OG0005127,"Mcav_19813_c4_g1_i1.p3, Mcav_19813_c4_g1_i2.p2"
OG0005128,
OG0005129,Mcav_48298_c2_g1_i1.p1
OG0005130,"Mcav_36718_c2_g1_i1.p1, Mcav_36718_c3_g1_i1.p1"
OG0005131,"Mcav_56305_c53_g1_i1.p1, Mcav_60718_c1_g1_i1.p1"
OG0005132,"Mcav_14849_c10_g1_i1.p1, Mcav_14849_c9_g1_i1.p1"
OG0005133,Mcav_48348_c5_g2_i1.p1
OG0005134,Mcav_22681_c13_g1_i2.p1
OG0005135,Mcav_53184_c0_g1_i1.p1
OG0005136,
OG0005137,"Mcav_22436_c0_g1_i1.p1, Mcav_4268_c0_g1_i1.p1, Mcav_44948_c3_g1_i1.p1"
OG0005138,Mcav_5011_c0_g1_i1.p1
OG0005139,"Mcav_57636_c4_g1_i2.p1, Mcav_57638_c3_g1_i1.p1"
OG0005140,Mcav_59215_c8_g1_i2.p1
OG0005141,
OG0005142,"Mcav_49560_c4_g1_i1.p1, Mcav_49560_c4_g1_i4.p2"
OG0005143,Mcav_25297_c2_g1_i1.p2
OG0005144,
OG0005145,Mcav_9412_c17_g1_i1.p2
OG0005146,Mcav_55748_c10_g2_i1.p1
OG0005147,"Mcav_42529_c64_g1_i4.p5, Mcav_42529_c64_g1_i5.p2"
OG0005148,Mcav_32539_c77_g1_i1.p1
OG0005149,"Mcav_41511_c5_g1_i1.p1, Mcav_41511_c9_g1_i1.p1"
OG0005150,"Mcav_7541_c1_g1_i1.p1, Mcav_7557_c0_g1_i1.p1, Mcav_7578_c2_g1_i1.p1"
OG0005151,Mcav_49351_c0_g1_i5.p1
OG0005152,"Mcav_56291_c11_g1_i11.p1, Mcav_56291_c11_g1_i12.p1"
OG0005153,"Mcav_10209_c0_g1_i1.p1, Mcav_13472_c1_g1_i1.p1, Mcav_30970_c0_g1_i1.p1, Mcav_31587_c3_g1_i1.p1, Mcav_41302_c0_g1_i1.p1, Mcav_55815_c3_g1_i1.p2, Mcav_630_c21_g4_i1.p1"
OG0005154,Mcav_10225_c5_g2_i1.p1
OG0005155,"Mcav_10291_c2_g1_i1.p1, Mcav_1265_c4_g1_i2.p1, Mcav_1265_c4_g2_i1.p1, Mcav_19777_c0_g2_i1.p1, Mcav_23150_c0_g1_i1.p1, Mcav_8527_c27_g1_i1.p1"
OG0005156,"Mcav_10555_c1_g1_i2.p1, Mcav_10560_c0_g1_i2.p1"
OG0005157,Mcav_10673_c1_g1_i1.p1
OG0005158,"Mcav_10975_c0_g1_i1.p1, Mcav_39529_c0_g1_i1.p1, Mcav_40335_c2_g1_i1.p3, Mcav_48362_c0_g1_i1.p1"
OG0005159,"Mcav_11292_c0_g1_i1.p1, Mcav_26590_c6_g1_i2.p1"
OG0005160,"Mcav_11476_c0_g1_i1.p1, Mcav_37585_c0_g1_i4.p1"
OG0005161,"Mcav_11517_c0_g1_i1.p1, Mcav_1535_c0_g1_i1.p1, Mcav_45784_c1_g1_i1.p1, Mcav_61199_c0_g1_i1.p1"
OG0005162,Mcav_11911_c5_g1_i1.p1
OG0005163,"Mcav_12097_c0_g2_i1.p2, Mcav_12097_c0_g2_i2.p1, Mcav_2186_c20_g2_i3.p1, Mcav_2186_c20_g2_i7.p1, Mcav_28668_c0_g1_i5.p1, Mcav_40941_c0_g1_i1.p1"
OG0005164,"Mcav_12111_c0_g1_i1.p1, Mcav_29097_c0_g1_i1.p1, Mcav_4801_c0_g1_i1.p1, Mcav_56763_c1_g1_i1.p1, Mcav_6020_c0_g1_i1.p1"
OG0005165,"Mcav_12382_c4_g2_i1.p1, Mcav_31175_c4_g1_i1.p1, Mcav_328_c8_g1_i1.p1, Mcav_3848_c5_g1_i1.p1, Mcav_40351_c0_g1_i1.p1, Mcav_44048_c0_g1_i1.p1, Mcav_6910_c20_g1_i1.p1"
OG0005166,"Mcav_12712_c21_g1_i1.p1, Mcav_12712_c50_g4_i1.p1, Mcav_12712_c50_g4_i2.p1, Mcav_12712_c50_g4_i3.p1, Mcav_38619_c3_g2_i2.p1"
OG0005167,"Mcav_12724_c2_g1_i1.p1, Mcav_12724_c2_g2_i5.p2, Mcav_12724_c2_g2_i7.p1"
OG0005168,"Mcav_12869_c0_g1_i1.p1, Mcav_12874_c0_g1_i1.p2, Mcav_13530_c0_g1_i1.p1, Mcav_165_c0_g1_i1.p2, Mcav_26399_c1_g1_i1.p1"
OG0005169,"Mcav_13080_c3_g1_i1.p1, Mcav_34950_c1_g1_i1.p1, Mcav_47061_c0_g1_i1.p1, Mcav_55361_c4_g1_i1.p1"
OG0005170,"Mcav_13376_c0_g1_i1.p1, Mcav_13377_c1_g1_i1.p1, Mcav_13380_c0_g1_i1.p1"
OG0005171,Mcav_14189_c0_g1_i1.p1
OG0005172,"Mcav_1419_c6_g1_i1.p1, Mcav_1449_c5_g1_i1.p1"
OG0005173,"Mcav_14412_c4_g1_i1.p1, Mcav_36873_c0_g1_i2.p3, Mcav_44110_c7_g1_i1.p2, Mcav_45892_c1_g1_i1.p1"
OG0005174,"Mcav_14586_c54_g2_i3.p1, Mcav_14586_c54_g2_i4.p1, Mcav_43868_c1_g1_i4.p1, Mcav_53223_c3_g1_i11.p1"
OG0005175,"Mcav_14586_c58_g1_i2.p1, Mcav_14586_c58_g1_i3.p1, Mcav_35690_c1_g1_i1.p1, Mcav_53225_c1_g1_i1.p1, Mcav_53225_c1_g1_i2.p1"
OG0005176,"Mcav_14808_c3_g1_i1.p1, Mcav_21753_c6_g1_i1.p1, Mcav_32996_c0_g1_i1.p1, Mcav_33013_c0_g1_i1.p1"
OG0005177,Mcav_14997_c6_g1_i3.p1
OG0005178,Mcav_15192_c0_g1_i1.p1
OG0005179,Mcav_15259_c15_g1_i3.p1
OG0005180,"Mcav_15368_c7_g1_i1.p2, Mcav_22384_c3_g1_i1.p1, Mcav_40990_c1_g1_i1.p1, Mcav_42666_c4_g1_i1.p1, Mcav_45613_c1_g1_i3.p1, Mcav_47704_c1_g1_i1.p1, Mcav_56148_c1_g1_i1.p2"
OG0005181,"Mcav_1550_c20_g1_i1.p1, Mcav_1550_c20_g1_i2.p1, Mcav_25730_c1_g1_i1.p1, Mcav_30189_c3_g1_i1.p1"
OG0005182,"Mcav_1561_c0_g1_i1.p1, Mcav_53710_c6_g1_i1.p1, Mcav_62229_c18_g1_i1.p1"
OG0005183,"Mcav_16000_c0_g2_i4.p1, Mcav_52525_c6_g1_i1.p1, Mcav_52525_c6_g1_i10.p1, Mcav_52525_c6_g1_i8.p1"
OG0005184,"Mcav_16134_c3_g1_i1.p1, Mcav_489_c244_g1_i1.p1, Mcav_8330_c0_g1_i1.p1"
OG0005185,"Mcav_1615_c0_g1_i1.p2, Mcav_19939_c1_g1_i1.p1, Mcav_21376_c0_g1_i1.p1, Mcav_2974_c4_g1_i2.p1, Mcav_31925_c0_g1_i1.p1, Mcav_41822_c0_g1_i1.p2, Mcav_47909_c8_g1_i1.p1"
OG0005186,"Mcav_16537_c0_g1_i1.p1, Mcav_16541_c0_g1_i1.p1"
OG0005187,"Mcav_16548_c3_g1_i1.p1, Mcav_37556_c4_g1_i1.p1"
OG0005188,"Mcav_1675_c2_g1_i1.p1, Mcav_1863_c0_g1_i2.p1"
OG0005189,"Mcav_16784_c0_g1_i1.p1, Mcav_16805_c7_g1_i1.p1, Mcav_1735_c0_g1_i1.p1"
OG0005190,"Mcav_17028_c0_g1_i1.p1, Mcav_31928_c96_g1_i1.p1"
OG0005191,Mcav_17028_c1_g1_i1.p1
OG0005192,Mcav_17080_c1_g1_i1.p1
OG0005193,"Mcav_17100_c2_g1_i1.p1, Mcav_17100_c5_g1_i1.p1, Mcav_17100_c5_g2_i1.p2"
OG0005194,"Mcav_17129_c6_g1_i1.p1, Mcav_19235_c5_g1_i1.p1, Mcav_32414_c27_g1_i2.p1, Mcav_53790_c0_g1_i1.p1"
OG0005195,"Mcav_17259_c0_g1_i1.p1, Mcav_17260_c0_g1_i1.p1, Mcav_23231_c1_g1_i1.p1"
OG0005196,"Mcav_17462_c0_g1_i2.p1, Mcav_44910_c3_g2_i1.p1"
OG0005197,Mcav_17624_c1_g1_i2.p1
OG0005198,"Mcav_17986_c10_g1_i1.p1, Mcav_17995_c0_g1_i1.p1"
OG0005199,Mcav_18447_c4_g2_i1.p1
OG0005200,"Mcav_18665_c46_g1_i3.p1, Mcav_2322_c0_g1_i1.p1"
OG0005201,"Mcav_18679_c0_g1_i1.p1, Mcav_35005_c54_g1_i1.p10, Mcav_35005_c54_g1_i1.p2, Mcav_5448_c15_g2_i1.p1, Mcav_5448_c15_g2_i1.p2"
OG0005202,"Mcav_18874_c1_g1_i1.p1, Mcav_48098_c4_g1_i1.p1"
OG0005203,"Mcav_1918_c4_g1_i2.p1, Mcav_22789_c3_g1_i2.p2, Mcav_51414_c0_g1_i1.p1"
OG0005204,"Mcav_19197_c0_g1_i1.p1, Mcav_8695_c12_g1_i1.p1, Mcav_8695_c16_g1_i1.p1"
OG0005205,"Mcav_19428_c0_g1_i1.p1, Mcav_49974_c3_g1_i1.p1"
OG0005206,Mcav_19509_c2_g1_i3.p1
OG0005207,"Mcav_19816_c5_g1_i1.p1, Mcav_4961_c1_g1_i1.p1"
OG0005208,"Mcav_19840_c1_g1_i1.p1, Mcav_27281_c1_g1_i1.p1"
OG0005209,"Mcav_2199_c22_g1_i1.p1, Mcav_58912_c1_g1_i1.p1, Mcav_58912_c2_g2_i1.p1, Mcav_8423_c7_g1_i1.p1"
OG0005210,"Mcav_22225_c21_g1_i3.p1, Mcav_39408_c2_g1_i1.p1, Mcav_43675_c1_g1_i1.p1"
OG0005211,Mcav_22292_c1_g1_i1.p1
OG0005212,"Mcav_22728_c3_g1_i1.p1, Mcav_22741_c0_g1_i1.p1"
OG0005213,"Mcav_22766_c0_g1_i1.p1, Mcav_54353_c0_g1_i1.p1"
OG0005214,Mcav_22793_c4_g1_i1.p1
OG0005215,"Mcav_23091_c1_g1_i1.p1, Mcav_25502_c3_g1_i1.p1, Mcav_9261_c1_g1_i1.p1"
OG0005216,Mcav_23236_c0_g1_i1.p1
OG0005217,"Mcav_23309_c0_g1_i1.p1, Mcav_48197_c1_g1_i1.p1"
OG0005218,"Mcav_23419_c2_g1_i1.p1, Mcav_23419_c3_g1_i1.p1"
OG0005219,Mcav_23615_c6_g2_i1.p1
OG0005220,Mcav_23646_c2_g1_i1.p1
OG0005221,"Mcav_23669_c6_g2_i1.p1, Mcav_28495_c6_g1_i1.p1, Mcav_31179_c6_g1_i1.p1, Mcav_42033_c10_g1_i1.p1, Mcav_42529_c64_g1_i3.p3, Mcav_54324_c0_g1_i2.p1, Mcav_58434_c34_g1_i1.p3"
OG0005222,Mcav_23711_c0_g1_i1.p1
OG0005223,"Mcav_2402_c2_g1_i1.p1, Mcav_26128_c1_g1_i1.p1, Mcav_52438_c5_g1_i1.p1, Mcav_52448_c26_g1_i1.p1"
OG0005224,"Mcav_24543_c3_g1_i1.p1, Mcav_41242_c1_g1_i2.p1, Mcav_41242_c7_g1_i1.p1"
OG0005225,"Mcav_2457_c0_g1_i1.p1, Mcav_26774_c8_g1_i1.p1, Mcav_36635_c0_g1_i1.p1, Mcav_62018_c1_g1_i1.p1"
OG0005226,"Mcav_24857_c1_g1_i2.p1, Mcav_60307_c3_g1_i1.p1"
OG0005227,"Mcav_25008_c0_g1_i1.p1, Mcav_32834_c1_g1_i1.p1"
OG0005228,"Mcav_25012_c0_g1_i1.p1, Mcav_25012_c0_g1_i2.p1"
OG0005229,"Mcav_25116_c0_g1_i1.p1, Mcav_25116_c1_g1_i1.p1, Mcav_25116_c2_g1_i1.p1"
OG0005230,"Mcav_25195_c2_g1_i2.p1, Mcav_27985_c0_g1_i1.p1"
OG0005231,"Mcav_25441_c6_g1_i5.p4, Mcav_25756_c0_g1_i1.p1, Mcav_29227_c0_g1_i1.p1, Mcav_34675_c0_g1_i1.p4, Mcav_35035_c0_g1_i1.p1, Mcav_44059_c0_g1_i1.p1, Mcav_5287_c0_g1_i1.p5"
OG0005232,"Mcav_25462_c22_g1_i1.p1, Mcav_32338_c14_g1_i1.p1, Mcav_32338_c14_g1_i3.p1"
OG0005233,"Mcav_25789_c1_g1_i1.p1, Mcav_53056_c5_g2_i2.p1"
OG0005234,"Mcav_26430_c13_g1_i1.p1, Mcav_26430_c13_g1_i6.p1"
OG0005235,"Mcav_26661_c64_g1_i1.p1, Mcav_26661_c64_g2_i1.p1, Mcav_45868_c0_g1_i1.p1, Mcav_45868_c1_g1_i1.p1"
OG0005236,"Mcav_27024_c0_g1_i1.p1, Mcav_54808_c24_g1_i1.p1"
OG0005237,"Mcav_27782_c9_g1_i1.p1, Mcav_43641_c0_g1_i1.p1"
OG0005238,"Mcav_27799_c12_g1_i1.p1, Mcav_27799_c72_g1_i1.p1, Mcav_27799_c86_g1_i2.p1, Mcav_28165_c4_g2_i11.p2, Mcav_45733_c0_g1_i1.p1, Mcav_45753_c1_g1_i1.p1"
OG0005239,Mcav_27992_c0_g1_i1.p1
OG0005240,Mcav_27995_c1_g1_i1.p1
OG0005241,"Mcav_28459_c107_g1_i1.p1, Mcav_28459_c107_g1_i4.p1, Mcav_28459_c107_g1_i5.p1, Mcav_28459_c118_g1_i2.p1"
OG0005242,"Mcav_28510_c11_g1_i1.p1, Mcav_28510_c3_g1_i1.p1, Mcav_28520_c1_g1_i1.p1, Mcav_28538_c5_g2_i2.p2, Mcav_28539_c0_g1_i1.p1"
OG0005243,"Mcav_28510_c3_g1_i1.p2, Mcav_28510_c6_g1_i1.p1"
OG0005244,"Mcav_28632_c6_g2_i4.p1, Mcav_48512_c1_g1_i1.p1, Mcav_61521_c0_g1_i1.p1"
OG0005245,"Mcav_28917_c2_g1_i1.p1, Mcav_31413_c0_g1_i1.p1, Mcav_31417_c2_g1_i1.p1, Mcav_49509_c1_g1_i1.p1"
OG0005246,"Mcav_28936_c0_g1_i1.p1, Mcav_31417_c1_g1_i1.p1, Mcav_41973_c0_g1_i1.p1, Mcav_6216_c1_g1_i1.p1, Mcav_6217_c1_g1_i1.p1"
OG0005247,Mcav_29442_c0_g1_i1.p1
OG0005248,"Mcav_29575_c7_g2_i1.p1, Mcav_32419_c0_g1_i1.p1, Mcav_32452_c10_g1_i1.p1, Mcav_33292_c0_g1_i1.p1, Mcav_43094_c2_g1_i1.p1"
OG0005249,Mcav_29605_c3_g1_i1.p1
OG0005250,Mcav_30128_c1_g1_i2.p1
OG0005251,"Mcav_30859_c15_g1_i1.p1, Mcav_34020_c0_g1_i1.p1, Mcav_34021_c50_g1_i1.p1, Mcav_49729_c1_g1_i1.p1"
OG0005252,"Mcav_3089_c0_g1_i1.p1, Mcav_38636_c6_g2_i1.p1"
OG0005253,"Mcav_31465_c0_g1_i1.p1, Mcav_31475_c0_g1_i1.p1, Mcav_31477_c1_g1_i1.p1"
OG0005254,"Mcav_31486_c2_g1_i4.p1, Mcav_31486_c2_g2_i1.p1"
OG0005255,Mcav_31544_c0_g1_i1.p2
OG0005256,Mcav_31587_c6_g1_i1.p2
OG0005257,"Mcav_32606_c25_g2_i1.p1, Mcav_32606_c3_g1_i1.p1"
OG0005258,Mcav_33975_c1_g1_i1.p1
OG0005259,"Mcav_35336_c7_g1_i1.p1, Mcav_35336_c8_g1_i1.p1, Mcav_35336_c8_g1_i2.p1, Mcav_41984_c54_g1_i1.p1, Mcav_9099_c0_g1_i1.p1"
OG0005260,"Mcav_35734_c0_g1_i1.p1, Mcav_55427_c0_g1_i1.p1"
OG0005261,"Mcav_35763_c1_g1_i1.p1, Mcav_35763_c1_g1_i2.p1, Mcav_46518_c1_g1_i1.p5"
OG0005262,"Mcav_36259_c0_g1_i3.p1, Mcav_36259_c1_g1_i2.p1, Mcav_36259_c2_g1_i1.p1"
