OG,Ssid_longest_proteome
OG0017636,
OG0017637,
OG0017638,
OG0017639,
OG0017640,
OG0017641,
OG0017642,
OG0017643,
OG0017644,
OG0017645,
OG0017646,Ssid_DN122890_c0_seq1.p1
OG0017647,
OG0017648,Ssid_DN353550_c0_seq1.p1
OG0017649,
OG0017650,
OG0017651,
OG0017652,
OG0017653,Ssid_DN121231_c0_seq1.p2
OG0017654,
OG0017655,
OG0017656,
OG0017657,
OG0017658,
OG0017659,
OG0017660,
OG0017661,
OG0017662,
OG0017663,
OG0017664,Ssid_DN289792_c0_seq1.p1
OG0017665,
OG0017666,
OG0017667,
OG0017668,
OG0017669,
OG0017670,Ssid_DN282110_c0_seq1.p1
OG0017671,
OG0017672,Ssid_DN233919_c0_seq7.p1
OG0017673,
OG0017674,
OG0017675,
OG0017676,
OG0017677,
OG0017678,
OG0017679,
OG0017680,
OG0017681,Ssid_DN213143_c0_seq1.p1
OG0017682,
OG0017683,
OG0017684,
OG0017685,
OG0017686,
OG0017687,
OG0017688,
OG0017689,
OG0017690,
OG0017691,
OG0017692,Ssid_DN196742_c0_seq7.p2
OG0017693,
OG0017694,
OG0017695,
OG0017696,
OG0017697,Ssid_DN233641_c0_seq1.p1
OG0017698,
OG0017699,
OG0017700,
OG0017701,
OG0017702,
OG0017703,
OG0017704,
OG0017705,
OG0017706,
OG0017707,
OG0017708,
OG0017709,
OG0017710,
OG0017711,
OG0017712,
OG0017713,
OG0017714,
OG0017715,Ssid_DN125341_c0_seq2.p1
OG0017716,Ssid_DN214371_c0_seq3.p1
OG0017717,Ssid_DN215743_c0_seq1.p1
OG0017718,
OG0017719,Ssid_DN214458_c0_seq2.p1
OG0017720,
OG0017721,
OG0017722,
OG0017723,Ssid_DN122437_c0_seq1.p1
OG0017724,
OG0017725,Ssid_DN280336_c0_seq1.p1
OG0017726,Ssid_DN223104_c0_seq1.p1
OG0017727,
OG0017728,
OG0017729,
OG0017730,
OG0017731,
OG0017732,
OG0017733,
OG0017734,
OG0017735,
OG0017736,
OG0017737,Ssid_DN81067_c0_seq2.p1
OG0017738,Ssid_DN120445_c0_seq1.p1
OG0017739,
OG0017740,Ssid_DN26972_c0_seq1.p1
OG0017741,
OG0017742,
OG0017743,
OG0017744,
OG0017745,
OG0017746,
OG0017747,
OG0017748,
OG0017749,
OG0017750,
OG0017751,
OG0017752,
OG0017753,
OG0017754,Ssid_DN287395_c0_seq1.p2
OG0017755,
OG0017756,
OG0017757,
OG0017758,
OG0017759,
OG0017760,
OG0017761,
OG0017762,
OG0017763,
OG0017764,Ssid_DN69202_c0_seq1.p1
OG0017765,
OG0017766,
OG0017767,
OG0017768,
OG0017769,
OG0017770,
OG0017771,Ssid_DN241269_c0_seq9.p1
OG0017772,
OG0017773,
OG0017774,
OG0017775,Ssid_DN250709_c0_seq1.p2
OG0017776,
OG0017777,
OG0017778,Ssid_DN154502_c0_seq1.p1
OG0017779,
OG0017780,
OG0017781,Ssid_DN258332_c0_seq1.p2
OG0017782,
OG0017783,
OG0017784,
OG0017785,
OG0017786,Ssid_DN29316_c0_seq1.p1
OG0017787,
OG0017788,
OG0017789,
OG0017790,
OG0017791,
OG0017792,
OG0017793,
OG0017794,
OG0017795,
OG0017796,Ssid_DN161420_c0_seq1.p2
OG0017797,
OG0017798,
OG0017799,Ssid_DN68481_c0_seq1.p1
OG0017800,"Ssid_DN243901_c0_seq1.p1, Ssid_DN49906_c0_seq1.p1"
OG0017801,
OG0017802,
OG0017803,
OG0017804,
OG0017805,Ssid_DN236773_c0_seq1.p1
OG0017806,
OG0017807,
OG0017808,Ssid_DN406667_c0_seq1.p1
OG0017809,Ssid_DN169873_c0_seq1.p2
OG0017810,
OG0017811,Ssid_DN183888_c0_seq2.p1
OG0017812,Ssid_DN283213_c0_seq1.p1
OG0017813,Ssid_DN155243_c0_seq1.p1
OG0017814,
OG0017815,Ssid_DN183568_c0_seq2.p1
OG0017816,
OG0017817,
OG0017818,
OG0017819,
OG0017820,
OG0017821,
OG0017822,
OG0017823,
OG0017824,
OG0017825,
OG0017826,
OG0017827,
OG0017828,
OG0017829,Ssid_DN215262_c0_seq1.p1
OG0017830,
OG0017831,Ssid_DN261894_c0_seq2.p1
OG0017832,Ssid_DN199680_c0_seq1.p1
OG0017833,
OG0017834,
OG0017835,Ssid_DN102996_c0_seq1.p2
OG0017836,
OG0017837,
OG0017838,
OG0017839,
OG0017840,
OG0017841,
OG0017842,Ssid_DN165977_c0_seq1.p1
OG0017843,
OG0017844,
OG0017845,Ssid_DN276835_c0_seq1.p1
OG0017846,Ssid_DN223539_c1_seq6.p1
OG0017847,
OG0017848,
OG0017849,
OG0017850,
OG0017851,
OG0017852,
OG0017853,
OG0017854,
OG0017855,
OG0017856,
OG0017857,
OG0017858,
OG0017859,Ssid_DN291717_c0_seq1.p1
OG0017860,Ssid_DN121138_c0_seq1.p1
OG0017861,
OG0017862,
OG0017863,
OG0017864,
OG0017865,
OG0017866,
OG0017867,
OG0017868,
OG0017869,"Ssid_DN262224_c0_seq2.p1, Ssid_DN262224_c0_seq2.p2"
OG0017870,
OG0017871,
OG0017872,Ssid_DN111081_c0_seq1.p1
OG0017873,
OG0017874,
OG0017875,
OG0017876,
OG0017877,Ssid_DN234638_c0_seq7.p1
OG0017878,
OG0017879,Ssid_DN198411_c0_seq1.p1
OG0017880,
OG0017881,Ssid_DN88972_c0_seq1.p2
OG0017882,
OG0017883,
OG0017884,
OG0017885,
OG0017886,
OG0017887,
OG0017888,
OG0017889,Ssid_DN96339_c0_seq1.p1
OG0017890,
OG0017891,
OG0017892,
OG0017893,
OG0017894,
OG0017895,
OG0017896,
OG0017897,
OG0017898,
OG0017899,Ssid_DN156021_c0_seq1.p1
OG0017900,
OG0017901,
OG0017902,
OG0017903,Ssid_DN415408_c0_seq1.p1
OG0017904,
OG0017905,
OG0017906,
OG0017907,
OG0017908,
OG0017909,
OG0017910,
OG0017911,
OG0017912,
OG0017913,
OG0017914,
OG0017915,
OG0017916,
OG0017917,Ssid_DN322008_c0_seq1.p1
OG0017918,
OG0017919,
OG0017920,Ssid_DN263768_c0_seq2.p4
OG0017921,
OG0017922,
OG0017923,
OG0017924,
OG0017925,
OG0017926,
OG0017927,
OG0017928,
OG0017929,
OG0017930,
OG0017931,Ssid_DN204836_c0_seq1.p1
OG0017932,
OG0017933,
OG0017934,Ssid_DN201418_c0_seq2.p1
OG0017935,Ssid_DN182262_c0_seq2.p1
OG0017936,Ssid_DN181714_c0_seq1.p1
OG0017937,
OG0017938,
OG0017939,Ssid_DN262259_c0_seq7.p1
OG0017940,
OG0017941,
OG0017942,
OG0017943,
OG0017944,
OG0017945,
OG0017946,
OG0017947,
OG0017948,
OG0017949,
OG0017950,
OG0017951,
OG0017952,
OG0017953,
OG0017954,
OG0017955,
OG0017956,
OG0017957,Ssid_DN244372_c0_seq1.p1
OG0017958,
OG0017959,
OG0017960,
OG0017961,
OG0017962,Ssid_DN347333_c0_seq1.p1
OG0017963,Ssid_DN67250_c0_seq1.p1
OG0017964,Ssid_DN285849_c0_seq1.p1
OG0017965,
OG0017966,
OG0017967,
OG0017968,
OG0017969,Ssid_DN280798_c0_seq1.p1
OG0017970,
OG0017971,Ssid_DN120216_c0_seq1.p1
OG0017972,
OG0017973,
OG0017974,
OG0017975,
OG0017976,
OG0017977,
OG0017978,
OG0017979,
OG0017980,
OG0017981,
OG0017982,
OG0017983,
OG0017984,
OG0017985,
OG0017986,
OG0017987,
OG0017988,
OG0017989,
OG0017990,
OG0017991,
OG0017992,
OG0017993,
OG0017994,
OG0017995,Ssid_DN190931_c0_seq1.p1
OG0017996,Ssid_DN20195_c0_seq1.p1
OG0017997,
OG0017998,
OG0017999,
OG0018000,Ssid_DN123523_c0_seq1.p1
OG0018001,
OG0018002,Ssid_DN34024_c0_seq1.p1
OG0018003,
OG0018004,
OG0018005,
OG0018006,
OG0018007,
OG0018008,
OG0018009,
OG0018010,Ssid_DN158838_c0_seq1.p1
OG0018011,Ssid_DN212025_c0_seq1.p1
OG0018012,
OG0018013,
OG0018014,
OG0018015,
OG0018016,
OG0018017,
OG0018018,
OG0018019,
OG0018020,
OG0018021,
OG0018022,
OG0018023,
OG0018024,Ssid_DN125353_c0_seq1.p1
OG0018025,
OG0018026,"Ssid_DN347206_c0_seq1.p1, Ssid_DN95066_c0_seq1.p1"
OG0018027,Ssid_DN254465_c0_seq1.p1
OG0018028,Ssid_DN290407_c0_seq1.p1
OG0018029,
OG0018030,
OG0018031,Ssid_DN248921_c0_seq7.p1
OG0018032,
OG0018033,
OG0018034,"Ssid_DN261501_c0_seq3.p2, Ssid_DN261501_c0_seq3.p3"
OG0018035,
OG0018036,
OG0018037,Ssid_DN246787_c0_seq1.p1
OG0018038,
OG0018039,
OG0018040,
OG0018041,
OG0018042,
OG0018043,Ssid_DN257546_c0_seq2.p1
OG0018044,Ssid_DN262355_c0_seq1.p1
OG0018045,
OG0018046,
OG0018047,Ssid_DN259544_c0_seq1.p1
OG0018048,Ssid_DN247337_c0_seq1.p1
OG0018049,Ssid_DN256254_c0_seq2.p1
OG0018050,Ssid_DN256985_c0_seq1.p1
OG0018051,
OG0018052,
OG0018053,Ssid_DN283469_c0_seq1.p1
OG0018054,Ssid_DN233820_c0_seq1.p1
OG0018055,
OG0018056,Ssid_DN260082_c0_seq1.p1
OG0018057,Ssid_DN306326_c0_seq1.p1
OG0018058,
OG0018059,Ssid_DN263149_c5_seq2.p3
OG0018060,Ssid_DN249912_c0_seq2.p2
OG0018061,Ssid_DN250326_c0_seq3.p1
OG0018062,Ssid_DN250494_c0_seq6.p1
OG0018063,
OG0018064,Ssid_DN258655_c1_seq1.p1
OG0018065,Ssid_DN249932_c0_seq3.p1
OG0018066,Ssid_DN249861_c0_seq1.p1
OG0018067,Ssid_DN295276_c0_seq1.p1
OG0018068,"Ssid_DN151727_c0_seq1.p1, Ssid_DN203441_c0_seq1.p1, Ssid_DN254903_c0_seq1.p1"
OG0018069,Ssid_DN257820_c0_seq8.p1
OG0018070,Ssid_DN257608_c0_seq1.p1
OG0018071,Ssid_DN260866_c1_seq1.p1
OG0018072,
OG0018073,Ssid_DN238503_c0_seq1.p1
OG0018074,Ssid_DN228737_c0_seq1.p1
OG0018075,Ssid_DN259491_c0_seq3.p2
OG0018076,
OG0018077,Ssid_DN252846_c0_seq8.p1
OG0018078,
OG0018079,
OG0018080,
OG0018081,Ssid_DN249795_c0_seq1.p1
OG0018082,
OG0018083,Ssid_DN252507_c0_seq2.p1
OG0018084,Ssid_DN213858_c0_seq1.p1
OG0018085,Ssid_DN212390_c0_seq2.p1
OG0018086,
OG0018087,Ssid_DN225100_c0_seq3.p1
OG0018088,
OG0018089,
OG0018090,
OG0018091,Ssid_DN260583_c0_seq2.p1
OG0018092,
OG0018093,Ssid_DN260958_c0_seq3.p1
OG0018094,Ssid_DN240659_c0_seq1.p1
OG0018095,Ssid_DN262330_c0_seq4.p1
OG0018096,
OG0018097,Ssid_DN261430_c0_seq1.p2
OG0018098,Ssid_DN250904_c0_seq1.p1
OG0018099,
OG0018100,Ssid_DN256976_c0_seq4.p2
OG0018101,Ssid_DN258230_c0_seq2.p1
OG0018102,
OG0018103,Ssid_DN251433_c0_seq1.p1
OG0018104,
OG0018105,Ssid_DN257463_c0_seq3.p1
OG0018106,"Ssid_DN253160_c0_seq4.p1, Ssid_DN253160_c0_seq4.p2"
OG0018107,
OG0018108,
OG0018109,
OG0018110,
OG0018111,Ssid_DN262691_c0_seq4.p1
OG0018112,Ssid_DN262392_c0_seq8.p2
OG0018113,Ssid_DN217177_c0_seq1.p1
OG0018114,
OG0018115,
OG0018116,Ssid_DN76272_c0_seq1.p1
OG0018117,Ssid_DN253664_c0_seq1.p1
OG0018118,Ssid_DN308522_c0_seq1.p1
OG0018119,Ssid_DN251033_c0_seq2.p1
OG0018120,Ssid_DN201858_c0_seq2.p1
OG0018121,Ssid_DN234081_c0_seq3.p1
OG0018122,"Ssid_DN245946_c0_seq13.p1, Ssid_DN254839_c0_seq2.p2"
OG0018123,Ssid_DN263733_c0_seq3.p2
OG0018124,Ssid_DN257745_c0_seq2.p1
OG0018125,Ssid_DN260122_c1_seq5.p2
OG0018126,Ssid_DN263755_c0_seq5.p1
OG0018127,
OG0018128,
OG0018129,Ssid_DN261797_c0_seq1.p3
OG0018130,Ssid_DN257727_c1_seq3.p2
OG0018131,
OG0018132,Ssid_DN255286_c0_seq1.p1
OG0018133,
OG0018134,
OG0018135,
OG0018136,
OG0018137,Ssid_DN255758_c0_seq3.p1
OG0018138,
OG0018139,
OG0018140,
OG0018141,Ssid_DN259467_c0_seq1.p1
OG0018142,
OG0018143,Ssid_DN306434_c0_seq1.p1
OG0018144,
OG0018145,
OG0018146,Ssid_DN213136_c0_seq1.p1
OG0018147,Ssid_DN87283_c0_seq1.p1
OG0018148,
OG0018149,
OG0018150,Ssid_DN212429_c0_seq1.p1
OG0018151,Ssid_DN253146_c2_seq9.p1
OG0018152,Ssid_DN118396_c0_seq1.p1
OG0018153,
OG0018154,"Ssid_DN246153_c0_seq1.p1, Ssid_DN263816_c0_seq4.p2"
OG0018155,
OG0018156,
OG0018157,Ssid_DN258788_c0_seq2.p1
OG0018158,Ssid_DN206792_c0_seq1.p1
OG0018159,
OG0018160,Ssid_DN245978_c0_seq1.p1
OG0018161,Ssid_DN272627_c0_seq1.p1
OG0018162,
OG0018163,
OG0018164,
OG0018165,Ssid_DN198871_c0_seq3.p1
OG0018166,Ssid_DN223087_c0_seq1.p1
OG0018167,Ssid_DN234825_c0_seq1.p1
OG0018168,
OG0018169,
OG0018170,
OG0018171,Ssid_DN225113_c0_seq2.p1
OG0018172,
OG0018173,
OG0018174,Ssid_DN255171_c0_seq1.p1
OG0018175,
OG0018176,Ssid_DN154200_c0_seq3.p1
OG0018177,
OG0018178,
OG0018179,Ssid_DN240410_c0_seq1.p1
OG0018180,
OG0018181,Ssid_DN178194_c0_seq1.p1
OG0018182,Ssid_DN261415_c0_seq2.p1
OG0018183,Ssid_DN250914_c0_seq1.p1
OG0018184,Ssid_DN257727_c1_seq3.p3
OG0018185,
OG0018186,Ssid_DN241894_c0_seq4.p2
OG0018187,Ssid_DN241894_c0_seq4.p1
OG0018188,Ssid_DN209099_c0_seq2.p1
OG0018189,
OG0018190,Ssid_DN255276_c0_seq1.p1
OG0018191,Ssid_DN257000_c0_seq1.p1
OG0018192,Ssid_DN262767_c0_seq2.p5
OG0018193,
OG0018194,
OG0018195,
OG0018196,Ssid_DN262862_c0_seq1.p2
OG0018197,Ssid_DN249572_c1_seq1.p1
OG0018198,
OG0018199,
OG0018200,Ssid_DN240159_c0_seq1.p1
OG0018201,
OG0018202,"Ssid_DN198435_c0_seq2.p1, Ssid_DN257445_c0_seq1.p1"
OG0018203,
OG0018204,Ssid_DN253766_c0_seq1.p1
OG0018205,
OG0018206,
OG0018207,Ssid_DN263129_c0_seq2.p1
OG0018208,
OG0018209,
OG0018210,
OG0018211,
OG0018212,Ssid_DN257758_c0_seq1.p1
OG0018213,
OG0018214,
OG0018215,Ssid_DN209591_c0_seq1.p1
OG0018216,
OG0018217,
OG0018218,
OG0018219,Ssid_DN120323_c0_seq1.p1
OG0018220,Ssid_DN223723_c0_seq1.p1
OG0018221,"Ssid_DN245299_c0_seq3.p3, Ssid_DN339568_c0_seq1.p1"
OG0018222,
OG0018223,
OG0018224,Ssid_DN259467_c0_seq1.p2
OG0018225,
OG0018226,Ssid_DN252592_c0_seq1.p1
OG0018227,Ssid_DN257433_c0_seq1.p1
OG0018228,Ssid_DN235603_c0_seq2.p1
OG0018229,
OG0018230,
OG0018231,
OG0018232,Ssid_DN253059_c0_seq1.p1
OG0018233,
OG0018234,
OG0018235,Ssid_DN160233_c0_seq1.p1
OG0018236,Ssid_DN251121_c0_seq1.p1
OG0018237,Ssid_DN258563_c0_seq4.p1
OG0018238,Ssid_DN250056_c0_seq5.p1
OG0018239,Ssid_DN243259_c0_seq1.p1
OG0018240,Ssid_DN240630_c0_seq3.p1
OG0018241,Ssid_DN244913_c0_seq2.p1
OG0018242,Ssid_DN257670_c0_seq2.p1
OG0018243,Ssid_DN263662_c0_seq1.p1
OG0018244,Ssid_DN263667_c0_seq6.p2
OG0018245,Ssid_DN241674_c0_seq13.p1
OG0018246,Ssid_DN256112_c0_seq3.p1
OG0018247,
OG0018248,Ssid_DN262053_c0_seq2.p1
OG0018249,Ssid_DN247367_c0_seq3.p1
OG0018250,
OG0018251,Ssid_DN247991_c0_seq1.p1
OG0018252,"Ssid_DN263137_c0_seq14.p1, Ssid_DN407819_c0_seq1.p1"
OG0018253,Ssid_DN256540_c0_seq1.p1
OG0018254,Ssid_DN24010_c0_seq1.p1
OG0018255,
OG0018256,Ssid_DN245190_c0_seq4.p1
OG0018257,
OG0018258,Ssid_DN298986_c0_seq1.p1
OG0018259,
OG0018260,Ssid_DN252376_c0_seq1.p1
OG0018261,Ssid_DN239474_c0_seq1.p1
OG0018262,Ssid_DN253553_c0_seq1.p1
OG0018263,
OG0018264,Ssid_DN251485_c0_seq1.p1
OG0018265,Ssid_DN249086_c2_seq6.p1
OG0018266,Ssid_DN252078_c0_seq8.p1
OG0018267,
OG0018268,
OG0018269,
OG0018270,
OG0018271,
OG0018272,
OG0018273,Ssid_DN255982_c0_seq2.p1
OG0018274,Ssid_DN248556_c0_seq1.p1
OG0018275,Ssid_DN317224_c0_seq1.p1
OG0018276,
OG0018277,Ssid_DN325596_c0_seq1.p1
OG0018278,Ssid_DN220758_c0_seq1.p1
OG0018279,Ssid_DN69064_c0_seq2.p1
OG0018280,
OG0018281,Ssid_DN285657_c0_seq1.p1
OG0018282,
OG0018283,
OG0018284,
OG0018285,Ssid_DN263300_c0_seq1.p4
OG0018286,"Ssid_DN256423_c0_seq1.p3, Ssid_DN263073_c0_seq1.p3"
OG0018287,
OG0018288,
OG0018289,
OG0018290,
OG0018291,
OG0018292,
OG0018293,
OG0018294,
OG0018295,Ssid_DN259841_c0_seq1.p1
OG0018296,Ssid_DN249944_c0_seq1.p1
OG0018297,
OG0018298,Ssid_DN245110_c0_seq2.p1
OG0018299,Ssid_DN242767_c1_seq3.p1
OG0018300,Ssid_DN258821_c0_seq5.p1
OG0018301,
OG0018302,Ssid_DN245219_c0_seq1.p1
OG0018303,"Ssid_DN241696_c0_seq2.p1, Ssid_DN253147_c0_seq1.p1, Ssid_DN260093_c0_seq8.p1"
OG0018304,
OG0018305,Ssid_DN256950_c0_seq2.p1
OG0018306,Ssid_DN208355_c0_seq1.p1
OG0018307,Ssid_DN243718_c0_seq1.p1
OG0018308,Ssid_DN315427_c0_seq1.p1
OG0018309,Ssid_DN89756_c0_seq1.p1
OG0018310,
OG0018311,
OG0018312,Ssid_DN262392_c0_seq8.p1
OG0018313,
OG0018314,Ssid_DN325339_c0_seq1.p1
OG0018315,
OG0018316,
OG0018317,Ssid_DN274263_c0_seq1.p1
OG0018318,Ssid_DN157663_c0_seq1.p1
OG0018319,Ssid_DN262324_c0_seq1.p1
OG0018320,Ssid_DN120338_c0_seq1.p1
OG0018321,
OG0018322,Ssid_DN286605_c0_seq1.p1
OG0018323,Ssid_DN260223_c3_seq5.p1
OG0018324,
OG0018325,
OG0018326,Ssid_DN249911_c0_seq1.p1
OG0018327,
OG0018328,
OG0018329,
OG0018330,
OG0018331,Ssid_DN243177_c0_seq1.p1
OG0018332,
OG0018333,
OG0018334,
OG0018335,Ssid_DN255660_c0_seq2.p1
OG0018336,
OG0018337,
OG0018338,Ssid_DN258662_c0_seq3.p1
OG0018339,
OG0018340,Ssid_DN245369_c0_seq1.p1
OG0018341,Ssid_DN257655_c0_seq2.p2
OG0018342,
OG0018343,
OG0018344,
OG0018345,Ssid_DN294881_c0_seq1.p1
OG0018346,Ssid_DN261137_c0_seq4.p1
OG0018347,
OG0018348,Ssid_DN263353_c0_seq1.p1
OG0018349,Ssid_DN214879_c0_seq1.p1
OG0018350,
OG0018351,Ssid_DN302887_c0_seq1.p1
OG0018352,
OG0018353,Ssid_DN217695_c0_seq2.p1
OG0018354,Ssid_DN292116_c0_seq1.p1
OG0018355,Ssid_DN260376_c1_seq6.p1
OG0018356,Ssid_DN257937_c1_seq3.p1
OG0018357,Ssid_DN261632_c0_seq2.p1
OG0018358,Ssid_DN24531_c0_seq1.p1
OG0018359,
OG0018360,
OG0018361,
OG0018362,Ssid_DN243869_c0_seq1.p1
OG0018363,Ssid_DN218978_c0_seq1.p1
OG0018364,Ssid_DN217735_c0_seq1.p1
OG0018365,Ssid_DN291255_c0_seq1.p1
OG0018366,Ssid_DN253009_c0_seq1.p1
OG0018367,
OG0018368,
OG0018369,
OG0018370,Ssid_DN231792_c1_seq3.p1
OG0018371,Ssid_DN247012_c0_seq4.p1
OG0018372,
OG0018373,Ssid_DN239205_c0_seq1.p1
OG0018374,
OG0018375,"Ssid_DN261413_c0_seq2.p1, Ssid_DN261502_c3_seq1.p1"
OG0018376,
OG0018377,
OG0018378,Ssid_DN321848_c0_seq1.p1
OG0018379,
OG0018380,
OG0018381,
OG0018382,
OG0018383,"Ssid_DN164595_c0_seq1.p1, Ssid_DN214046_c1_seq1.p1"
OG0018384,
OG0018385,Ssid_DN3336_c0_seq2.p1
OG0018386,
OG0018387,
OG0018388,
OG0018389,Ssid_DN240995_c0_seq1.p1
OG0018390,
OG0018391,Ssid_DN260315_c0_seq1.p2
OG0018392,
OG0018393,
OG0018394,Ssid_DN252063_c0_seq4.p1
OG0018395,
OG0018396,
OG0018397,Ssid_DN263448_c0_seq1.p1
OG0018398,
OG0018399,Ssid_DN263784_c0_seq6.p1
OG0018400,Ssid_DN170142_c0_seq1.p2
OG0018401,
OG0018402,"Ssid_DN247165_c1_seq12.p1, Ssid_DN248770_c0_seq14.p2, Ssid_DN263433_c0_seq1.p3"
OG0018403,Ssid_DN260558_c0_seq6.p1
OG0018404,Ssid_DN155871_c0_seq1.p1
OG0018405,
OG0018406,Ssid_DN249024_c0_seq2.p1
OG0018407,
OG0018408,
OG0018409,Ssid_DN12768_c0_seq1.p1
OG0018410,Ssid_DN249401_c3_seq11.p1
OG0018411,
OG0018412,
OG0018413,"Ssid_DN329732_c0_seq1.p1, Ssid_DN344478_c0_seq1.p1"
OG0018414,Ssid_DN244214_c0_seq2.p1
OG0018415,
OG0018416,Ssid_DN203057_c0_seq4.p1
OG0018417,
OG0018418,
OG0018419,Ssid_DN243926_c0_seq1.p1
OG0018420,Ssid_DN275120_c0_seq1.p1
OG0018421,Ssid_DN284054_c0_seq1.p1
OG0018422,
OG0018423,Ssid_DN258607_c0_seq1.p1
OG0018424,
OG0018425,Ssid_DN242874_c0_seq1.p1
OG0018426,Ssid_DN233291_c0_seq1.p1
OG0018427,
OG0018428,Ssid_DN257696_c0_seq2.p1
OG0018429,
OG0018430,
OG0018431,Ssid_DN217938_c0_seq1.p1
OG0018432,
OG0018433,
OG0018434,Ssid_DN254685_c2_seq1.p1
OG0018435,"Ssid_DN223213_c0_seq2.p1, Ssid_DN235281_c0_seq1.p1, Ssid_DN262275_c0_seq8.p1"
OG0018436,Ssid_DN260557_c1_seq1.p1
OG0018437,Ssid_DN289913_c0_seq1.p1
OG0018438,
OG0018439,Ssid_DN186003_c0_seq1.p1
OG0018440,
OG0018441,Ssid_DN227022_c0_seq1.p1
OG0018442,
OG0018443,
OG0018444,Ssid_DN258451_c0_seq1.p1
OG0018445,Ssid_DN256149_c1_seq10.p1
OG0018446,
OG0018447,
OG0018448,
OG0018449,Ssid_DN319692_c0_seq1.p1
OG0018450,
OG0018451,Ssid_DN254578_c0_seq1.p1
OG0018452,
OG0018453,Ssid_DN258934_c0_seq1.p1
OG0018454,
OG0018455,
OG0018456,Ssid_DN256287_c0_seq2.p1
OG0018457,Ssid_DN123904_c0_seq1.p1
OG0018458,
OG0018459,
OG0018460,Ssid_DN239358_c0_seq1.p1
OG0018461,
OG0018462,Ssid_DN244726_c0_seq3.p1
OG0018463,
OG0018464,
OG0018465,Ssid_DN256641_c0_seq2.p1
OG0018466,
OG0018467,"Ssid_DN224023_c0_seq1.p1, Ssid_DN224957_c0_seq1.p1"
OG0018468,Ssid_DN260646_c1_seq18.p1
OG0018469,
OG0018470,
OG0018471,
OG0018472,Ssid_DN285670_c0_seq1.p1
OG0018473,Ssid_DN246548_c1_seq2.p1
OG0018474,
OG0018475,Ssid_DN229344_c0_seq1.p1
OG0018476,Ssid_DN133458_c0_seq2.p1
OG0018477,
OG0018478,
OG0018479,
OG0018480,
OG0018481,Ssid_DN37166_c0_seq1.p1
OG0018482,Ssid_DN232362_c1_seq5.p1
OG0018483,
OG0018484,
OG0018485,Ssid_DN242237_c0_seq2.p1
OG0018486,Ssid_DN248369_c0_seq1.p1
OG0018487,
OG0018488,Ssid_DN277448_c0_seq1.p1
OG0018489,Ssid_DN263794_c0_seq3.p2
OG0018490,
OG0018491,Ssid_DN286017_c0_seq1.p3
OG0018492,Ssid_DN213777_c0_seq3.p1
OG0018493,
OG0018494,
OG0018495,
OG0018496,
OG0018497,Ssid_DN256900_c0_seq1.p1
OG0018498,
OG0018499,Ssid_DN263207_c1_seq2.p1
OG0018500,Ssid_DN258952_c0_seq1.p1
OG0018501,"Ssid_DN223738_c0_seq1.p1, Ssid_DN349225_c0_seq1.p1, Ssid_DN412400_c0_seq1.p1"
OG0018502,Ssid_DN212635_c0_seq1.p1
OG0018503,
OG0018504,Ssid_DN247836_c2_seq5.p2
OG0018505,Ssid_DN249255_c0_seq1.p1
OG0018506,Ssid_DN245432_c0_seq1.p1
OG0018507,Ssid_DN259981_c1_seq1.p2
OG0018508,
OG0018509,
OG0018510,
OG0018511,
OG0018512,Ssid_DN260188_c0_seq2.p1
OG0018513,Ssid_DN242407_c0_seq1.p1
OG0018514,Ssid_DN262710_c0_seq9.p1
OG0018515,
OG0018516,Ssid_DN205247_c1_seq1.p1
OG0018517,Ssid_DN263360_c0_seq3.p1
OG0018518,
OG0018519,
OG0018520,
OG0018521,Ssid_DN243588_c0_seq2.p1
OG0018522,Ssid_DN258236_c0_seq2.p1
OG0018523,
OG0018524,
OG0018525,Ssid_DN234714_c0_seq1.p1
OG0018526,Ssid_DN165590_c0_seq1.p2
OG0018527,Ssid_DN260575_c1_seq1.p2
OG0018528,
OG0018529,Ssid_DN249424_c0_seq2.p1
OG0018530,
OG0018531,
OG0018532,Ssid_DN260831_c0_seq2.p2
OG0018533,Ssid_DN261958_c0_seq1.p2
OG0018534,Ssid_DN257411_c0_seq1.p2
OG0018535,
OG0018536,
OG0018537,
OG0018538,
OG0018539,
OG0018540,
OG0018541,
OG0018542,Ssid_DN99511_c0_seq1.p1
OG0018543,Ssid_DN322589_c0_seq1.p1
OG0018544,
OG0018545,
OG0018546,
OG0018547,
OG0018548,
OG0018549,Ssid_DN243256_c0_seq1.p1
OG0018550,Ssid_DN101638_c0_seq1.p1
OG0018551,Ssid_DN252058_c0_seq1.p1
OG0018552,Ssid_DN262818_c0_seq1.p1
OG0018553,Ssid_DN311826_c0_seq1.p1
OG0018554,
OG0018555,
OG0018556,Ssid_DN244927_c1_seq1.p1
OG0018557,
OG0018558,
OG0018559,Ssid_DN261802_c1_seq1.p1
OG0018560,
OG0018561,
OG0018562,Ssid_DN259389_c0_seq1.p1
OG0018563,"Ssid_DN146959_c0_seq1.p1, Ssid_DN250012_c2_seq1.p1"
OG0018564,
OG0018565,Ssid_DN250613_c0_seq1.p1
OG0018566,
OG0018567,
OG0018568,
OG0018569,
OG0018570,
OG0018571,
OG0018572,
OG0018573,Ssid_DN263483_c0_seq2.p1
OG0018574,Ssid_DN250934_c0_seq1.p1
OG0018575,
OG0018576,Ssid_DN256325_c0_seq1.p1
OG0018577,
OG0018578,
