OG,Cnat_Orthofinder_input
OG0008812,"TRINITY_DN262511_c0_g3_i6.p1, TRINITY_DN289878_c2_g1_i1.p1"
OG0008813,TRINITY_DN262512_c0_g3_i4.p1
OG0008814,TRINITY_DN262536_c4_g1_i3.p1
OG0008815,TRINITY_DN262547_c0_g5_i1.p1
OG0008816,TRINITY_DN262575_c0_g1_i14.p1
OG0008817,TRINITY_DN262643_c0_g8_i2.p1
OG0008818,TRINITY_DN262684_c0_g1_i3.p1
OG0008819,"TRINITY_DN262770_c0_g1_i9.p1, TRINITY_DN264897_c1_g7_i1.p1"
OG0008820,"TRINITY_DN262771_c0_g8_i1.p1, TRINITY_DN284917_c0_g4_i6.p1"
OG0008821,"TRINITY_DN262894_c1_g2_i1.p1, TRINITY_DN297024_c2_g2_i9.p1, TRINITY_DN310296_c2_g2_i4.p1, TRINITY_DN662509_c0_g1_i1.p1"
OG0008822,TRINITY_DN263023_c0_g3_i2.p1
OG0008823,TRINITY_DN263048_c1_g2_i1.p2
OG0008824,TRINITY_DN263057_c0_g1_i2.p1
OG0008825,TRINITY_DN263156_c0_g2_i4.p1
OG0008826,"TRINITY_DN263196_c0_g1_i2.p1, TRINITY_DN263196_c0_g2_i4.p1"
OG0008827,"TRINITY_DN263241_c5_g2_i6.p1, TRINITY_DN276844_c0_g2_i1.p1, TRINITY_DN572714_c0_g1_i1.p1, TRINITY_DN680390_c0_g1_i1.p1"
OG0008828,TRINITY_DN263244_c4_g3_i2.p1
OG0008829,"TRINITY_DN263273_c0_g2_i4.p1, TRINITY_DN275697_c0_g2_i4.p1, TRINITY_DN275697_c0_g3_i1.p1, TRINITY_DN292445_c2_g3_i2.p1"
OG0008830,"TRINITY_DN263317_c0_g1_i2.p1, TRINITY_DN305670_c2_g1_i4.p1"
OG0008831,"TRINITY_DN263407_c1_g4_i2.p1, TRINITY_DN263411_c1_g4_i3.p1"
OG0008832,"TRINITY_DN263435_c0_g1_i6.p1, TRINITY_DN264899_c1_g1_i4.p2, TRINITY_DN264899_c1_g2_i7.p1, TRINITY_DN318551_c12_g1_i4.p1"
OG0008833,"TRINITY_DN263448_c0_g1_i1.p1, TRINITY_DN263448_c0_g2_i2.p1"
OG0008834,TRINITY_DN263453_c0_g3_i4.p1
OG0008835,"TRINITY_DN263476_c1_g1_i3.p1, TRINITY_DN263476_c1_g2_i4.p1, TRINITY_DN313815_c0_g1_i3.p1"
OG0008836,TRINITY_DN263481_c0_g1_i1.p1
OG0008837,TRINITY_DN263666_c2_g2_i5.p1
OG0008838,TRINITY_DN263685_c0_g2_i1.p1
OG0008839,"TRINITY_DN263730_c0_g5_i1.p1, TRINITY_DN263730_c0_g7_i1.p1"
OG0008840,TRINITY_DN263734_c1_g1_i8.p1
OG0008841,TRINITY_DN263752_c2_g3_i1.p1
OG0008842,"TRINITY_DN263808_c0_g1_i4.p1, TRINITY_DN268380_c0_g1_i1.p1"
OG0008843,TRINITY_DN263852_c0_g1_i3.p1
OG0008844,TRINITY_DN263879_c0_g1_i1.p1
OG0008845,"TRINITY_DN263898_c0_g2_i1.p1, TRINITY_DN302692_c0_g1_i5.p1"
OG0008846,"TRINITY_DN263901_c0_g2_i4.p1, TRINITY_DN266776_c2_g2_i3.p1"
OG0008847,TRINITY_DN263940_c0_g2_i1.p1
OG0008848,"TRINITY_DN264059_c3_g1_i7.p1, TRINITY_DN304959_c3_g4_i2.p1"
OG0008849,"TRINITY_DN264092_c1_g2_i7.p1, TRINITY_DN266986_c0_g1_i1.p1, TRINITY_DN58866_c0_g1_i1.p1, TRINITY_DN68500_c1_g1_i1.p1"
OG0008850,"TRINITY_DN264105_c4_g4_i5.p1, TRINITY_DN312177_c5_g1_i22.p1"
OG0008851,"TRINITY_DN264154_c3_g1_i2.p1, TRINITY_DN264154_c3_g5_i1.p1"
OG0008852,TRINITY_DN264167_c4_g1_i7.p1
OG0008853,"TRINITY_DN264203_c3_g1_i1.p1, TRINITY_DN267261_c0_g7_i4.p1, TRINITY_DN269862_c3_g1_i4.p1, TRINITY_DN298584_c2_g1_i20.p1, TRINITY_DN530824_c0_g1_i1.p1"
OG0008854,"TRINITY_DN264208_c0_g1_i2.p1, TRINITY_DN299792_c1_g1_i1.p1"
OG0008855,TRINITY_DN264271_c3_g1_i3.p1
OG0008856,"TRINITY_DN264312_c6_g7_i1.p1, TRINITY_DN264312_c6_g8_i1.p1"
OG0008857,TRINITY_DN264318_c0_g1_i2.p1
OG0008858,"TRINITY_DN264381_c0_g1_i5.p1, TRINITY_DN92868_c0_g1_i1.p1"
OG0008859,TRINITY_DN264397_c0_g1_i2.p1
OG0008860,TRINITY_DN264425_c0_g1_i5.p1
OG0008861,TRINITY_DN264538_c2_g1_i1.p1
OG0008862,TRINITY_DN264590_c5_g1_i2.p1
OG0008863,TRINITY_DN264594_c1_g3_i4.p1
OG0008864,TRINITY_DN264690_c0_g1_i3.p1
OG0008865,TRINITY_DN264697_c0_g2_i1.p1
OG0008866,TRINITY_DN264740_c1_g3_i3.p1
OG0008867,TRINITY_DN264762_c0_g4_i4.p1
OG0008868,"TRINITY_DN264774_c2_g3_i4.p1, TRINITY_DN272725_c0_g1_i7.p1, TRINITY_DN279928_c1_g3_i4.p1, TRINITY_DN318289_c1_g1_i4.p1, TRINITY_DN318498_c4_g1_i13.p1"
OG0008869,TRINITY_DN264790_c0_g1_i17.p1
OG0008870,TRINITY_DN264835_c0_g1_i7.p1
OG0008871,"TRINITY_DN264860_c0_g3_i5.p1, TRINITY_DN660999_c0_g1_i1.p1"
OG0008872,TRINITY_DN264923_c0_g1_i19.p1
OG0008873,"TRINITY_DN264942_c1_g4_i6.p1, TRINITY_DN266834_c2_g6_i1.p1"
OG0008874,TRINITY_DN264983_c0_g1_i2.p1
OG0008875,TRINITY_DN264984_c0_g1_i8.p1
OG0008876,TRINITY_DN264986_c0_g1_i2.p1
OG0008877,"TRINITY_DN265070_c0_g1_i4.p1, TRINITY_DN294533_c0_g1_i3.p1, TRINITY_DN312402_c1_g2_i4.p1"
OG0008878,"TRINITY_DN265077_c0_g1_i8.p1, TRINITY_DN497434_c0_g1_i1.p1"
OG0008879,TRINITY_DN265087_c2_g4_i1.p1
OG0008880,TRINITY_DN265096_c0_g1_i7.p1
OG0008881,TRINITY_DN265115_c0_g5_i6.p2
OG0008882,"TRINITY_DN265136_c2_g1_i8.p1, TRINITY_DN265136_c2_g3_i2.p1"
OG0008883,TRINITY_DN265148_c0_g1_i10.p1
OG0008884,TRINITY_DN265172_c1_g3_i1.p1
OG0008885,TRINITY_DN265180_c0_g1_i3.p1
OG0008886,TRINITY_DN265193_c0_g2_i5.p1
OG0008887,"TRINITY_DN265194_c0_g1_i1.p1, TRINITY_DN309504_c1_g1_i2.p1"
OG0008888,"TRINITY_DN265235_c0_g1_i7.p1, TRINITY_DN88124_c0_g1_i1.p1"
OG0008889,TRINITY_DN265402_c0_g1_i1.p1
OG0008890,TRINITY_DN265428_c0_g1_i4.p1
OG0008891,TRINITY_DN265434_c0_g1_i5.p1
OG0008892,TRINITY_DN265439_c2_g1_i5.p1
OG0008893,TRINITY_DN265491_c0_g2_i1.p1
OG0008894,TRINITY_DN265571_c0_g1_i6.p1
OG0008895,TRINITY_DN265706_c1_g2_i2.p1
OG0008896,"TRINITY_DN265708_c0_g1_i8.p1, TRINITY_DN268971_c4_g3_i1.p2, TRINITY_DN292943_c4_g2_i3.p1, TRINITY_DN296794_c0_g1_i13.p1, TRINITY_DN306529_c1_g7_i2.p1"
OG0008897,TRINITY_DN265770_c1_g1_i1.p1
OG0008898,TRINITY_DN265854_c0_g4_i1.p1
OG0008899,"TRINITY_DN265861_c0_g1_i3.p1, TRINITY_DN265861_c0_g2_i3.p1"
OG0008900,"TRINITY_DN265867_c1_g8_i1.p1, TRINITY_DN273287_c0_g1_i3.p1"
OG0008901,TRINITY_DN265950_c0_g1_i6.p2
OG0008902,"TRINITY_DN266016_c1_g1_i2.p1, TRINITY_DN280723_c1_g1_i1.p1"
OG0008903,TRINITY_DN266056_c0_g2_i2.p1
OG0008904,TRINITY_DN266093_c1_g3_i1.p1
OG0008905,TRINITY_DN266225_c1_g10_i4.p2
OG0008906,TRINITY_DN266257_c0_g4_i2.p1
OG0008907,TRINITY_DN266264_c0_g1_i2.p2
OG0008908,"TRINITY_DN266270_c0_g1_i19.p1, TRINITY_DN601210_c0_g1_i1.p1"
OG0008909,"TRINITY_DN266284_c0_g1_i3.p1, TRINITY_DN266284_c0_g3_i4.p2"
OG0008910,TRINITY_DN266335_c1_g1_i19.p1
OG0008911,TRINITY_DN266351_c1_g1_i3.p1
OG0008912,"TRINITY_DN266370_c3_g2_i4.p1, TRINITY_DN290492_c1_g4_i8.p1, TRINITY_DN290492_c1_g8_i2.p1"
OG0008913,TRINITY_DN266724_c5_g1_i1.p1
OG0008914,"TRINITY_DN266744_c0_g1_i2.p1, TRINITY_DN311350_c1_g3_i4.p1"
OG0008915,TRINITY_DN266752_c0_g4_i1.p1
OG0008916,"TRINITY_DN266771_c4_g2_i11.p1, TRINITY_DN297078_c0_g7_i3.p1, TRINITY_DN297788_c3_g1_i14.p1, TRINITY_DN297788_c3_g2_i3.p1, TRINITY_DN313283_c2_g1_i10.p1"
OG0008917,"TRINITY_DN266791_c0_g1_i3.p1, TRINITY_DN512810_c0_g1_i1.p3"
OG0008918,TRINITY_DN266842_c0_g2_i6.p1
OG0008919,"TRINITY_DN266857_c0_g1_i1.p1, TRINITY_DN289864_c1_g1_i5.p1, TRINITY_DN290336_c1_g2_i2.p1"
OG0008920,"TRINITY_DN266873_c1_g1_i1.p1, TRINITY_DN266873_c1_g2_i5.p1"
OG0008921,TRINITY_DN266925_c1_g1_i3.p1
OG0008922,TRINITY_DN266928_c0_g1_i5.p1
OG0008923,TRINITY_DN266991_c1_g1_i1.p1
OG0008924,"TRINITY_DN267055_c1_g2_i2.p1, TRINITY_DN267055_c1_g4_i1.p1"
OG0008925,TRINITY_DN267066_c0_g1_i5.p1
OG0008926,TRINITY_DN267072_c0_g1_i2.p1
OG0008927,TRINITY_DN267087_c1_g1_i15.p1
OG0008928,TRINITY_DN267091_c0_g1_i1.p1
OG0008929,TRINITY_DN267122_c2_g2_i2.p1
OG0008930,"TRINITY_DN267187_c0_g1_i3.p1, TRINITY_DN456384_c0_g1_i1.p1"
OG0008931,"TRINITY_DN267187_c0_g1_i3.p3, TRINITY_DN520319_c0_g1_i1.p1"
OG0008932,TRINITY_DN267215_c1_g1_i1.p1
OG0008933,TRINITY_DN267261_c0_g4_i1.p1
OG0008934,"TRINITY_DN267340_c1_g2_i4.p1, TRINITY_DN32716_c0_g1_i1.p1, TRINITY_DN511628_c0_g1_i1.p1"
OG0008935,"TRINITY_DN267398_c0_g5_i1.p1, TRINITY_DN273581_c0_g1_i3.p1"
OG0008936,TRINITY_DN267438_c1_g1_i8.p1
OG0008937,TRINITY_DN267445_c6_g1_i4.p1
OG0008938,TRINITY_DN267532_c0_g2_i2.p1
OG0008939,TRINITY_DN267540_c0_g4_i1.p1
OG0008940,TRINITY_DN267546_c0_g2_i1.p1
OG0008941,"TRINITY_DN267557_c0_g2_i4.p1, TRINITY_DN281009_c0_g1_i4.p1, TRINITY_DN292572_c0_g8_i1.p1, TRINITY_DN294732_c0_g1_i1.p1, TRINITY_DN300595_c0_g7_i2.p1"
OG0008942,"TRINITY_DN267611_c0_g2_i1.p1, TRINITY_DN345943_c0_g1_i1.p1"
OG0008943,"TRINITY_DN267637_c0_g1_i2.p1, TRINITY_DN269065_c0_g1_i7.p1"
OG0008944,TRINITY_DN267666_c0_g1_i1.p1
OG0008945,"TRINITY_DN267718_c0_g2_i3.p3, TRINITY_DN280173_c1_g1_i2.p1"
OG0008946,"TRINITY_DN267728_c1_g1_i1.p1, TRINITY_DN315492_c1_g1_i1.p1"
OG0008947,"TRINITY_DN267742_c1_g9_i1.p1, TRINITY_DN269862_c1_g2_i1.p1, TRINITY_DN269862_c3_g2_i2.p1, TRINITY_DN300344_c0_g2_i4.p2, TRINITY_DN300344_c0_g3_i6.p1"
OG0008948,TRINITY_DN267748_c0_g2_i3.p1
OG0008949,"TRINITY_DN267757_c1_g2_i6.p1, TRINITY_DN294924_c1_g1_i2.p2"
OG0008950,TRINITY_DN267763_c2_g2_i3.p1
OG0008951,"TRINITY_DN267764_c0_g5_i2.p1, TRINITY_DN295042_c0_g5_i1.p1"
OG0008952,"TRINITY_DN267809_c1_g2_i6.p4, TRINITY_DN269182_c3_g1_i1.p1, TRINITY_DN408899_c0_g1_i1.p1"
OG0008953,TRINITY_DN267856_c0_g2_i2.p1
OG0008954,"TRINITY_DN267929_c0_g1_i1.p3, TRINITY_DN267929_c0_g2_i1.p1, TRINITY_DN267929_c0_g4_i2.p1"
OG0008955,TRINITY_DN267934_c0_g1_i2.p1
OG0008956,TRINITY_DN267962_c3_g1_i4.p1
OG0008957,TRINITY_DN267967_c0_g1_i2.p1
OG0008958,"TRINITY_DN268089_c0_g7_i2.p1, TRINITY_DN274275_c0_g4_i1.p2"
OG0008959,TRINITY_DN268138_c0_g3_i1.p1
OG0008960,TRINITY_DN268256_c1_g2_i2.p1
OG0008961,"TRINITY_DN268260_c0_g1_i5.p1, TRINITY_DN274020_c0_g3_i4.p1"
OG0008962,TRINITY_DN268347_c0_g2_i4.p2
OG0008963,TRINITY_DN268379_c0_g4_i1.p1
OG0008964,"TRINITY_DN268387_c0_g1_i6.p1, TRINITY_DN307953_c2_g1_i4.p1, TRINITY_DN314542_c2_g1_i5.p1"
OG0008965,TRINITY_DN268390_c0_g1_i4.p1
OG0008966,"TRINITY_DN268412_c0_g2_i1.p1, TRINITY_DN272171_c0_g4_i1.p1"
OG0008967,TRINITY_DN268442_c0_g1_i2.p1
OG0008968,"TRINITY_DN268466_c0_g1_i1.p1, TRINITY_DN291692_c1_g2_i2.p1"
OG0008969,"TRINITY_DN268531_c0_g1_i3.p1, TRINITY_DN275759_c3_g2_i7.p4"
OG0008970,TRINITY_DN268578_c1_g1_i2.p1
OG0008971,"TRINITY_DN268595_c1_g2_i2.p2, TRINITY_DN90908_c0_g1_i1.p1"
OG0008972,TRINITY_DN268636_c0_g1_i1.p1
OG0008973,"TRINITY_DN268646_c3_g4_i2.p1, TRINITY_DN314285_c1_g3_i4.p1, TRINITY_DN316614_c1_g1_i13.p1"
OG0008974,"TRINITY_DN268669_c2_g2_i2.p1, TRINITY_DN268669_c2_g2_i2.p3"
OG0008975,TRINITY_DN268700_c0_g1_i3.p1
OG0008976,"TRINITY_DN268700_c0_g3_i2.p1, TRINITY_DN272715_c0_g1_i5.p1, TRINITY_DN272715_c0_g1_i5.p3, TRINITY_DN276611_c1_g1_i1.p1"
OG0008977,TRINITY_DN268758_c7_g1_i13.p1
OG0008978,TRINITY_DN268768_c1_g1_i3.p1
OG0008979,"TRINITY_DN268773_c0_g2_i3.p1, TRINITY_DN311905_c1_g1_i4.p1"
OG0008980,TRINITY_DN268785_c1_g2_i1.p1
OG0008981,"TRINITY_DN268799_c0_g1_i12.p1, TRINITY_DN268799_c0_g2_i4.p1"
OG0008982,TRINITY_DN268809_c1_g3_i4.p2
OG0008983,"TRINITY_DN268858_c1_g2_i14.p1, TRINITY_DN293828_c0_g4_i1.p1"
OG0008984,"TRINITY_DN268867_c0_g1_i6.p1, TRINITY_DN274125_c1_g1_i15.p1"
OG0008985,"TRINITY_DN268897_c3_g1_i12.p1, TRINITY_DN296132_c0_g6_i1.p1"
OG0008986,TRINITY_DN268928_c1_g1_i3.p1
OG0008987,TRINITY_DN268944_c0_g2_i4.p1
OG0008988,TRINITY_DN268946_c0_g1_i16.p1
OG0008989,"TRINITY_DN268955_c0_g4_i2.p1, TRINITY_DN289472_c5_g1_i2.p1, TRINITY_DN293995_c0_g1_i5.p1"
OG0008990,TRINITY_DN268966_c1_g1_i4.p1
OG0008991,TRINITY_DN268974_c0_g1_i5.p1
OG0008992,"TRINITY_DN269000_c1_g1_i3.p1, TRINITY_DN269000_c1_g3_i6.p1, TRINITY_DN312549_c0_g1_i1.p1, TRINITY_DN316272_c1_g3_i1.p1"
OG0008993,"TRINITY_DN269005_c0_g4_i1.p1, TRINITY_DN293592_c1_g1_i8.p1"
OG0008994,"TRINITY_DN269012_c2_g5_i1.p1, TRINITY_DN279411_c1_g3_i2.p1, TRINITY_DN279411_c1_g3_i2.p3"
OG0008995,"TRINITY_DN269015_c0_g2_i5.p1, TRINITY_DN281605_c1_g8_i1.p1"
OG0008996,"TRINITY_DN269040_c0_g1_i3.p1, TRINITY_DN311918_c2_g1_i10.p1"
OG0008997,TRINITY_DN269109_c1_g5_i2.p2
OG0008998,TRINITY_DN269157_c0_g1_i3.p1
OG0008999,TRINITY_DN269225_c0_g8_i1.p1
OG0009000,TRINITY_DN269228_c0_g4_i1.p1
OG0009001,TRINITY_DN269241_c4_g1_i3.p1
OG0009002,"TRINITY_DN269256_c1_g1_i15.p1, TRINITY_DN283237_c2_g4_i4.p1"
OG0009003,TRINITY_DN269263_c0_g3_i1.p1
OG0009004,TRINITY_DN269439_c0_g1_i2.p2
OG0009005,TRINITY_DN269455_c0_g1_i2.p1
OG0009006,"TRINITY_DN269480_c1_g4_i1.p1, TRINITY_DN277289_c0_g1_i1.p1, TRINITY_DN277289_c0_g2_i1.p1, TRINITY_DN283067_c1_g8_i1.p1"
OG0009007,TRINITY_DN269537_c0_g3_i3.p1
OG0009008,TRINITY_DN269593_c0_g1_i6.p1
OG0009009,"TRINITY_DN269597_c0_g2_i1.p1, TRINITY_DN298014_c1_g1_i8.p1, TRINITY_DN317084_c3_g3_i2.p1"
OG0009010,TRINITY_DN269615_c0_g1_i2.p1
OG0009011,TRINITY_DN269625_c1_g1_i1.p1
OG0009012,"TRINITY_DN269632_c2_g2_i1.p1, TRINITY_DN274718_c2_g3_i2.p1, TRINITY_DN274718_c2_g5_i1.p1, TRINITY_DN332725_c0_g1_i1.p2"
OG0009013,TRINITY_DN269657_c2_g2_i1.p1
OG0009014,TRINITY_DN269664_c6_g2_i10.p1
OG0009015,"TRINITY_DN269719_c0_g1_i2.p1, TRINITY_DN269719_c0_g2_i2.p1, TRINITY_DN289063_c0_g1_i5.p1, TRINITY_DN297952_c1_g3_i1.p1"
OG0009016,TRINITY_DN269726_c1_g3_i1.p1
OG0009017,"TRINITY_DN269753_c2_g4_i2.p3, TRINITY_DN274547_c1_g1_i1.p1"
OG0009018,TRINITY_DN269810_c0_g1_i3.p1
OG0009019,TRINITY_DN269822_c0_g6_i2.p1
OG0009020,TRINITY_DN269835_c0_g2_i1.p1
OG0009021,"TRINITY_DN269854_c0_g1_i3.p1, TRINITY_DN382511_c0_g1_i1.p1"
OG0009022,TRINITY_DN269884_c0_g2_i2.p1
OG0009023,"TRINITY_DN269896_c0_g1_i4.p1, TRINITY_DN542348_c0_g1_i1.p1"
OG0009024,TRINITY_DN269911_c0_g2_i5.p1
OG0009025,TRINITY_DN269926_c0_g4_i18.p1
OG0009026,TRINITY_DN269940_c1_g1_i6.p1
OG0009027,TRINITY_DN270022_c1_g1_i5.p1
OG0009028,TRINITY_DN270035_c0_g1_i1.p1
OG0009029,TRINITY_DN270064_c0_g1_i1.p1
OG0009030,"TRINITY_DN270070_c0_g1_i8.p1, TRINITY_DN315203_c2_g1_i5.p1"
OG0009031,"TRINITY_DN270098_c1_g2_i11.p1, TRINITY_DN270098_c1_g2_i11.p4"
OG0009032,TRINITY_DN270125_c1_g4_i4.p1
OG0009033,"TRINITY_DN270128_c2_g3_i5.p1, TRINITY_DN623127_c0_g1_i1.p1"
OG0009034,"TRINITY_DN270184_c0_g3_i4.p1, TRINITY_DN270184_c0_g6_i2.p1, TRINITY_DN274111_c0_g1_i4.p1, TRINITY_DN274111_c0_g7_i1.p1, TRINITY_DN282517_c1_g1_i1.p1"
OG0009035,TRINITY_DN270464_c1_g5_i1.p1
OG0009036,TRINITY_DN270567_c0_g1_i1.p1
OG0009037,"TRINITY_DN270581_c0_g1_i1.p1, TRINITY_DN283768_c0_g1_i1.p2"
OG0009038,TRINITY_DN270612_c1_g1_i1.p1
OG0009039,TRINITY_DN270679_c0_g1_i1.p1
OG0009040,"TRINITY_DN270686_c0_g4_i2.p1, TRINITY_DN313713_c4_g1_i4.p1, TRINITY_DN315794_c5_g1_i11.p1"
OG0009041,"TRINITY_DN270703_c0_g3_i1.p1, TRINITY_DN309772_c1_g5_i1.p1"
OG0009042,"TRINITY_DN270723_c0_g5_i1.p1, TRINITY_DN296229_c1_g2_i5.p1, TRINITY_DN297909_c0_g1_i9.p2"
OG0009043,"TRINITY_DN270752_c4_g1_i5.p1, TRINITY_DN271800_c4_g2_i4.p1, TRINITY_DN273535_c2_g1_i10.p1, TRINITY_DN283356_c2_g2_i3.p1"
OG0009044,TRINITY_DN270771_c0_g6_i9.p2
OG0009045,TRINITY_DN270775_c0_g2_i5.p1
OG0009046,"TRINITY_DN270825_c0_g1_i1.p1, TRINITY_DN272612_c0_g7_i1.p1"
OG0009047,TRINITY_DN270849_c3_g5_i2.p1
OG0009048,TRINITY_DN270865_c1_g5_i2.p1
OG0009049,"TRINITY_DN270951_c0_g2_i2.p1, TRINITY_DN281369_c0_g1_i4.p1"
OG0009050,"TRINITY_DN271020_c0_g2_i1.p1, TRINITY_DN273939_c0_g3_i2.p1"
OG0009051,TRINITY_DN271030_c0_g1_i1.p1
OG0009052,TRINITY_DN271049_c2_g3_i3.p1
OG0009053,TRINITY_DN271068_c0_g1_i2.p1
OG0009054,"TRINITY_DN271111_c0_g1_i8.p1, TRINITY_DN314785_c5_g2_i5.p1"
OG0009055,"TRINITY_DN271119_c0_g5_i1.p1, TRINITY_DN310174_c1_g1_i12.p1"
OG0009056,TRINITY_DN271129_c0_g1_i3.p1
OG0009057,TRINITY_DN271141_c0_g6_i2.p1
OG0009058,TRINITY_DN271188_c0_g2_i5.p1
OG0009059,"TRINITY_DN271221_c1_g7_i1.p1, TRINITY_DN285510_c0_g2_i1.p1, TRINITY_DN391191_c0_g1_i1.p1"
OG0009060,TRINITY_DN271291_c0_g1_i5.p1
OG0009061,"TRINITY_DN271324_c0_g3_i5.p1, TRINITY_DN454712_c0_g1_i1.p2"
OG0009062,TRINITY_DN271328_c0_g2_i2.p1
OG0009063,TRINITY_DN271354_c0_g6_i1.p1
OG0009064,TRINITY_DN271472_c2_g6_i1.p1
OG0009065,"TRINITY_DN271484_c0_g1_i1.p1, TRINITY_DN296753_c0_g4_i3.p1"
OG0009066,TRINITY_DN271506_c0_g2_i2.p1
OG0009067,TRINITY_DN271570_c5_g1_i1.p1
OG0009068,"TRINITY_DN271589_c0_g2_i4.p1, TRINITY_DN271589_c0_g2_i4.p3, TRINITY_DN544219_c0_g1_i1.p1"
OG0009069,TRINITY_DN271590_c5_g1_i1.p1
OG0009070,"TRINITY_DN271607_c0_g1_i1.p1, TRINITY_DN307249_c0_g1_i1.p1"
OG0009071,TRINITY_DN271621_c2_g1_i2.p1
OG0009072,"TRINITY_DN271644_c1_g4_i1.p1, TRINITY_DN271644_c1_g5_i4.p1, TRINITY_DN275764_c1_g1_i6.p1"
OG0009073,"TRINITY_DN271680_c3_g2_i12.p1, TRINITY_DN289742_c0_g1_i13.p1"
OG0009074,TRINITY_DN271690_c0_g2_i3.p1
OG0009075,"TRINITY_DN271743_c0_g1_i5.p1, TRINITY_DN491352_c0_g1_i1.p1"
OG0009076,TRINITY_DN271749_c1_g1_i2.p1
OG0009077,TRINITY_DN271789_c2_g2_i2.p1
OG0009078,TRINITY_DN271820_c0_g1_i3.p1
OG0009079,TRINITY_DN271840_c0_g2_i20.p2
OG0009080,TRINITY_DN271899_c0_g1_i6.p1
OG0009081,"TRINITY_DN271915_c2_g1_i2.p1, TRINITY_DN303257_c1_g2_i1.p1"
OG0009082,"TRINITY_DN271968_c1_g5_i3.p1, TRINITY_DN273558_c0_g1_i12.p1, TRINITY_DN282531_c1_g1_i2.p1, TRINITY_DN296743_c3_g4_i2.p1"
OG0009083,TRINITY_DN271986_c0_g9_i1.p1
OG0009084,TRINITY_DN272008_c0_g3_i1.p1
OG0009085,TRINITY_DN272015_c0_g1_i15.p1
OG0009086,"TRINITY_DN272023_c0_g2_i2.p1, TRINITY_DN301639_c4_g8_i1.p1, TRINITY_DN307161_c1_g1_i6.p1"
OG0009087,TRINITY_DN272030_c0_g8_i1.p1
OG0009088,TRINITY_DN272046_c0_g1_i1.p1
OG0009089,"TRINITY_DN272082_c1_g1_i2.p1, TRINITY_DN305972_c1_g1_i3.p1"
OG0009090,TRINITY_DN272093_c0_g1_i4.p1
OG0009091,TRINITY_DN272161_c0_g1_i1.p1
OG0009092,"TRINITY_DN272164_c1_g4_i1.p1, TRINITY_DN286661_c0_g2_i1.p1, TRINITY_DN298137_c0_g2_i5.p1"
OG0009093,"TRINITY_DN272174_c6_g1_i1.p1, TRINITY_DN272174_c6_g3_i1.p1"
OG0009094,TRINITY_DN272175_c0_g2_i12.p1
OG0009095,"TRINITY_DN272207_c4_g1_i13.p1, TRINITY_DN272207_c4_g2_i1.p1, TRINITY_DN318289_c0_g1_i5.p1"
OG0009096,"TRINITY_DN272238_c1_g1_i1.p2, TRINITY_DN315336_c2_g1_i1.p1, TRINITY_DN318302_c6_g2_i10.p1, TRINITY_DN318302_c6_g3_i3.p1, TRINITY_DN410632_c0_g1_i1.p1"
OG0009097,TRINITY_DN272253_c1_g1_i3.p1
OG0009098,TRINITY_DN272313_c7_g2_i1.p1
OG0009099,"TRINITY_DN272385_c0_g1_i2.p1, TRINITY_DN302771_c0_g4_i1.p1"
OG0009100,TRINITY_DN272405_c0_g1_i5.p1
OG0009101,"TRINITY_DN272451_c7_g2_i1.p1, TRINITY_DN294702_c7_g1_i2.p1"
OG0009102,"TRINITY_DN272464_c4_g1_i1.p1, TRINITY_DN317940_c4_g1_i8.p1"
OG0009103,TRINITY_DN272472_c2_g3_i10.p1
OG0009104,TRINITY_DN272524_c0_g1_i3.p1
OG0009105,"TRINITY_DN272528_c0_g1_i1.p1, TRINITY_DN272528_c0_g7_i1.p1, TRINITY_DN278478_c2_g6_i1.p2, TRINITY_DN278478_c2_g7_i2.p2"
OG0009106,TRINITY_DN272553_c0_g4_i12.p2
OG0009107,TRINITY_DN272596_c2_g2_i3.p1
OG0009108,TRINITY_DN272598_c0_g1_i2.p1
OG0009109,"TRINITY_DN272604_c0_g1_i2.p1, TRINITY_DN274963_c1_g1_i3.p1, TRINITY_DN274963_c1_g2_i12.p1, TRINITY_DN291478_c2_g1_i3.p1"
OG0009110,"TRINITY_DN272649_c0_g1_i5.p1, TRINITY_DN309030_c0_g7_i1.p1"
OG0009111,TRINITY_DN272687_c0_g1_i2.p1
OG0009112,TRINITY_DN272782_c0_g1_i3.p1
OG0009113,"TRINITY_DN272795_c1_g4_i3.p1, TRINITY_DN290901_c1_g1_i14.p1"
OG0009114,TRINITY_DN272802_c0_g1_i1.p1
OG0009115,TRINITY_DN272849_c0_g1_i3.p1
OG0009116,TRINITY_DN272867_c0_g3_i2.p1
OG0009117,"TRINITY_DN272888_c1_g3_i3.p3, TRINITY_DN283160_c3_g1_i2.p1, TRINITY_DN316640_c3_g2_i4.p1"
OG0009118,"TRINITY_DN272915_c0_g1_i2.p1, TRINITY_DN33225_c0_g1_i1.p1, TRINITY_DN532203_c0_g1_i1.p2"
OG0009119,TRINITY_DN272920_c0_g2_i1.p1
OG0009120,TRINITY_DN272940_c1_g1_i1.p1
OG0009121,"TRINITY_DN272965_c2_g4_i2.p1, TRINITY_DN487371_c0_g1_i1.p1"
OG0009122,TRINITY_DN272983_c0_g2_i7.p1
OG0009123,"TRINITY_DN273007_c0_g3_i7.p1, TRINITY_DN403835_c0_g1_i1.p1"
